,사업장명,업태구분명,소재지전화,소재지전체주소,도로명전체주소,좌표정보(x),좌표정보(y),영업상태명,naver_map_url,구,동,검색어,검색어2
77,치면식당,한식,,부산광역시 부산진구 부전동 503-15,"부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 지하2층 (부전동)",387271.299492377,186099.137533193,영업/정상,https://pcmap.place.naver.com/restaurant/1892298575/review/visitor#,부산진구,부전동,부전동 치면식당,부전동 치면식당 
78,고객주문서,기타,,부산광역시 부산진구 부전동 168-387,"부산광역시 부산진구 중앙대로680번가길 80-8, 2층 (부전동)",387753.536502249,186128.49997872,영업/정상,https://pcmap.place.naver.com/restaurant/1191858817/review/visitor#,부산진구,부전동,부전동 고객주문서,부전동 고객주문서 
79,육덕,한식,,부산광역시 부산진구 부전동 168-387,"부산광역시 부산진구 중앙대로680번가길 80-8, 1층 (부전동)",387753.536502249,186128.49997872,영업/정상,https://pcmap.place.naver.com/restaurant/1149776952/review/visitor#,부산진구,부전동,부전동 육덕,부전동 육덕 
80,어느날골목,기타,,부산광역시 부산진구 부암동 80-23번지,"부산광역시 부산진구 시민공원로19번길 38-14, 1층 (부암동)",386908.068911146,186998.721231974,영업/정상,https://pcmap.place.naver.com/restaurant/1003904636/review/visitor#,부산진구,부암동,부암동 어느날골목,부암동 어느날골목 
81,굿굿웨더,기타,,부산광역시 부산진구 전포동 681-3,"부산광역시 부산진구 서전로46번길 32, 지상2층 (전포동)",388066.58437093,186079.005286112,영업/정상,,부산진구,전포동,전포동 굿굿웨더,전포동 굿굿웨더 
82,귀족호랑이,경양식,,부산광역시 부산진구 전포동 308-21,"부산광역시 부산진구 서전로68번길 52, 지상1층 (전포동)",388287.430944915,185995.144027444,영업/정상,https://pcmap.place.naver.com/restaurant/1889208649/review/visitor#,부산진구,전포동,전포동 귀족호랑이,전포동 귀족호랑이 
83,옥천사세탁,경양식,,부산광역시 부산진구 전포동 207-5번지,"부산광역시 부산진구 서전로58번길 18, 지상1-2층 (전포동)",388183.614475124,186156.208867634,영업/정상,https://pcmap.place.naver.com/restaurant/1410523793/review/visitor#,부산진구,전포동,전포동 옥천사세탁,전포동 옥천사세탁 
84,에바돈가츠부암점,호프/통닭,,부산광역시 부산진구 부암동 746 서면동일파크스위트 3차 상가1동 107호,"부산광역시 부산진구 동평로 162, 상가 1동 1층 107호 (부암동, 서면동일파크스위트 3차)",386443.082710801,186982.262716528,영업/정상,,부산진구,부암동,부암동 에바돈가츠부암점,부암동 에바돈가츠부암점 
85,한마당통영숯불바다장어,한식,,부산광역시 부산진구 범천동 854-12,부산광역시 부산진구 범일로192번길 13 (범천동),387718.710427648,185045.53674604,영업/정상,,부산진구,범천동,범천동 한마당통영숯불바다장어,범천동 한마당통영숯불바다장어 
86,원조할매집,한식,051-6349618,부산광역시 부산진구 범천동 837-43번지,부산광역시 부산진구 골드테마길 10 (범천동),387682.483199871,184497.212149639,영업/정상,,부산진구,범천동,범천동 원조할매집,범천동 원조할매집 051-6349618
87,달리는꼬꼬,통닭(치킨),051-8023827,부산광역시 부산진구 연지동 177-7,부산광역시 부산진구 연지로 5 (연지동),386733.874581245,187648.778278085,영업/정상,https://pcmap.place.naver.com/restaurant/16415530/review/visitor#,부산진구,연지동,연지동 달리는꼬꼬,연지동 달리는꼬꼬 051-8023827
88,우정분식,분식,051803-0303,부산광역시 부산진구 부전동 168-365,부산광역시 부산진구 동천로85번길 3 (부전동),387819.431072945,186064.403176524,영업/정상,https://pcmap.place.naver.com/restaurant/1402008369/review/visitor#,부산진구,부전동,부전동 우정분식,부전동 우정분식 051803-0303
89,두지식당,한식,051-8940212,부산광역시 부산진구 개금동 527-51번지,부산광역시 부산진구 복지로8번길 56 (개금동),383933.24404469,185317.729178239,영업/정상,https://pcmap.place.naver.com/restaurant/19677696/review/visitor#,부산진구,개금동,개금동 두지식당,개금동 두지식당 051-8940212
90,골목식당,한식,051803-3850,부산광역시 부산진구 부전동 516-3번지,부산광역시 부산진구 가야대로784번길 46 (부전동),387374.063893677,185971.618384397,영업/정상,,부산진구,부전동,부전동 골목식당,부전동 골목식당 051803-3850
91,서면포항돼지국밥,한식,051-808-4268,부산광역시 부산진구 부전동 255-13 지상1층,"부산광역시 부산진구 서면로68번길 25, 지상1층 (부전동)",387506.051197927,186021.226927286,영업/정상,,부산진구,부전동,부전동 서면포항돼지국밥,부전동 서면포항돼지국밥 051-808-4268
92,큰집돼지국밥,한식,051-8953795,부산광역시 부산진구 당감동 244-7,부산광역시 부산진구 백양대로60번길 18 (당감동),386051.287854312,186795.068012578,영업/정상,https://pcmap.place.naver.com/restaurant/1553218357/review/visitor#,부산진구,당감동,당감동 큰집돼지국밥,당감동 큰집돼지국밥 051-8953795
93,포항횟집,횟집,051-6357296,부산광역시 부산진구 범천동 840번지,,,,영업/정상,,부산진구,범천동,범천동 포항횟집,범천동 포항횟집 051-6357296
94,흥화반점,중국식,051-809-3202,부산광역시 부산진구 전포동 637-5,"부산광역시 부산진구 서전로47번길 52-1, 1,2층 (전포동)",388076.346181514,186510.975179857,영업/정상,,부산진구,전포동,전포동 흥화반점,전포동 흥화반점 051-809-3202
95,한솥도시락 서면교보생명앞점,김밥(도시락),,부산광역시 부산진구 부전동 535-27번지 교보생명앞점,"부산광역시 부산진구 중앙대로 655 (부전동, 교보생명앞점)",387552.257354524,185502.250401079,영업/정상,,부산진구,부전동,부전동 한솥도시락 서면교보생명앞점,부전동 한솥도시락 서면교보생명앞점 
96,청해생복집,한식,051-8960366,부산광역시 부산진구 당감동 282-68번지,부산광역시 부산진구 동평로95번길 7-1 (당감동),385769.690697563,187097.032765495,영업/정상,https://pcmap.place.naver.com/restaurant/16467586/review/visitor#,부산진구,당감동,당감동 청해생복집,당감동 청해생복집 051-8960366
97,로데오,호프/통닭,051-8912707,부산광역시 부산진구 가야동 416-2번지,부산광역시 부산진구 대학로 77 (가야동),385350.312081306,185205.797111274,영업/정상,,부산진구,가야동,가야동 로데오,가야동 로데오 051-8912707
