사업장명,업태구분명,소재지전화,소재지전체주소,도로명전체주소,좌표정보(x),좌표정보(y),영업상태명,naver_map_url,구,동,검색어,검색어2
호야불닭발,통닭(치킨),051-898-0002,부산광역시 부산진구 당감동 389번지 지상1층일부,"부산광역시 부산진구 동평로 73-1 (당감동, 지상1층일부)",385574.468863855,187039.542015586,영업/정상,,부산진구,당감동,당감동 호야불닭발,당감동 호야불닭발 051-898-0002
주식회사 탕화쿵푸마라탕,한식,051-817-9295,부산광역시 부산진구 부전동 205-1 지상2층,"부산광역시 부산진구 중앙대로692번길 22, 지상2층 (부전동)",387679.603869109,185851.527772379,영업/정상,,부산진구,부전동,부전동 주식회사 탕화쿵푸마라탕,부전동 주식회사 탕화쿵푸마라탕 051-817-9295
미진축산 범천점,식육(숯불구이),,부산광역시 부산진구 범천동 839-1,"부산광역시 부산진구 자유평화로37번길 25, 1층 (범천동)",387963.225015846,184536.155875568,영업/정상,,부산진구,범천동,범천동 미진축산 범천점,범천동 미진축산 범천점 
쏘이472,"외국음식전문점(인도,태국등)",051-9074720,부산광역시 부산진구 초읍동 165-1번지 지상1층일부,"부산광역시 부산진구 월드컵대로472번길 5 (초읍동, 지상1층일부)",386600.93455927,188961.056249407,영업/정상,,부산진구,초읍동,초읍동 쏘이472,초읍동 쏘이472 051-9074720
맛만세,기타,,부산광역시 부산진구 개금동 615-20 지상1층일부,"부산광역시 부산진구 엄광로 15 (개금동, 지상1층일부)",383835.888859872,185126.091169869,영업/정상,,부산진구,개금동,개금동 맛만세,개금동 맛만세 
주창수산,횟집,051-6319908,부산광역시 부산진구 범천동 1643번지,"부산광역시 부산진구 범일로154번길 33, 지하1층 B1117,1118,1119호 (범천동, 풍림아이원)",387758.905527561,184731.35167587,영업/정상,,부산진구,범천동,범천동 주창수산,범천동 주창수산 051-6319908
다다믄충무김밥,김밥(도시락),,부산광역시 부산진구 초읍동 260-48번지 지상1층일부,"부산광역시 부산진구 새싹로 240 (초읍동, 지상1층일부)",386526.675148523,188398.387542774,영업/정상,,부산진구,초읍동,초읍동 다다믄충무김밥,초읍동 다다믄충무김밥 
풍금식당,기타,,부산광역시 부산진구 개금동 615-20번지 지상1층일부,"부산광역시 부산진구 엄광로 15 (개금동, 지상1층일부)",383835.888859872,185126.091169869,영업/정상,,부산진구,개금동,개금동 풍금식당,개금동 풍금식당 
훈스키친,한식,,부산광역시 부산진구 부전동 418-1,"부산광역시 부산진구 가야대로755번길 27, 1층 (부전동)",387085.59536636,186360.112843209,영업/정상,,부산진구,부전동,부전동 훈스키친,부전동 훈스키친 
컴포즈범천점,경양식,,부산광역시 부산진구 범천동 847-8,"부산광역시 부산진구 골드테마길 47, A동 1층 (범천동)",387652.920915243,184689.935589624,영업/정상,,부산진구,범천동,범천동 컴포즈범천점,범천동 컴포즈범천점 
페난,경양식,051-8084070,부산광역시 부산진구 전포동 342-6,"부산광역시 부산진구 동성로 30-1, 1층 (전포동)",388419.273529369,185737.097198879,영업/정상,,부산진구,전포동,전포동 페난,전포동 페난 051-8084070
가마솥통닭,분식,,부산광역시 부산진구 범천동 871-27,"부산광역시 부산진구 신천대로71번길 45, 1층 (범천동)",387447.391204326,185076.796217881,영업/정상,,부산진구,범천동,범천동 가마솥통닭,범천동 가마솥통닭 
소원푸드,분식,051-892-0502,부산광역시 부산진구 가야동 156번지,"부산광역시 부산진구 가야공원로 9, 1층 (가야동)",384904.378142982,185592.619867427,영업/정상,,부산진구,가야동,가야동 소원푸드,가야동 소원푸드 051-892-0502
미밥,한식,051-803-3566,"부산광역시 부산진구 부전동 223-7 지상1층, 부전빌딩","부산광역시 부산진구 중앙대로680번길 49, 지상1층 (부전동, 부전빌딩)",387814.14384109,185769.798165835,영업/정상,,부산진구,부전동,부전동 미밥,부전동 미밥 051-803-3566
감동참치,일식,,부산광역시 부산진구 당감동 413-3,"부산광역시 부산진구 동평로 79, 1층 (당감동)",385625.147684476,187045.731449011,영업/정상,,부산진구,당감동,당감동 감동참치,당감동 감동참치 
1988정통바베큐,통닭(치킨),051-8675245,부산광역시 부산진구 양정동 397-6번지,"부산광역시 부산진구 동평로406번길 44, 1층 (양정동)",388394.184503341,187813.767511935,영업/정상,,부산진구,양정동,양정동 1988정통바베큐,양정동 1988정통바베큐 051-8675245
소새끼,한식,,부산광역시 부산진구 부전동 168-1번지 지상1층,"부산광역시 부산진구 동천로95번길 5, 지상1층 (부전동)",387808.05376206,186161.474486038,영업/정상,,부산진구,부전동,부전동 소새끼,부전동 소새끼 
건강을위한밥집,한식,,부산광역시 부산진구 양정동 234-5,"부산광역시 부산진구 중앙대로989번길 18, 1층 (양정동)",388860.501842978,188511.499141993,영업/정상,,부산진구,양정동,양정동 건강을위한밥집,양정동 건강을위한밥집 
자매분식,분식,051-809-1990,부산광역시 부산진구 전포동 191-435번지,"부산광역시 부산진구 진남로356번길 68, 1층 (전포동)",388757.733271885,186366.972325185,영업/정상,,부산진구,전포동,전포동 자매분식,전포동 자매분식 051-809-1990
진땡이코다리찜,기타,,부산광역시 부산진구 개금동 498-7번지 지상1층전부,"부산광역시 부산진구 복지로8번길 26 (개금동, 지상1층전부)",383952.172641587,185452.271889131,영업/정상,,부산진구,개금동,개금동 진땡이코다리찜,개금동 진땡이코다리찜 
이비가짬뽕양정점,중국식,051-8680825,부산광역시 부산진구 양정동 145-3,"부산광역시 부산진구 중앙대로 978, 1층 (양정동)",388901.34682885,188341.322416779,영업/정상,,부산진구,양정동,양정동 이비가짬뽕양정점,양정동 이비가짬뽕양정점 051-8680825
사월그날,한식,051-818-8807,부산광역시 부산진구 부전동 168-391번지 지상1층,"부산광역시 부산진구 중앙대로680번가길 80-17, 지상1층 (부전동)",387794.106125472,186144.349045862,영업/정상,,부산진구,부전동,부전동 사월그날,부전동 사월그날 051-818-8807
치킨명가명성떡볶이,통닭(치킨),051-8024866,부산광역시 부산진구 전포동 198-28번지,"부산광역시 부산진구 전포대로256번길 34-4, 1층 (전포동)",388297.515055428,186405.645335359,영업/정상,,부산진구,전포동,전포동 치킨명가명성떡볶이,전포동 치킨명가명성떡볶이 051-8024866
이가월남쌀국수동의대점,"외국음식전문점(인도,태국등)",,부산광역시 부산진구 가야동 227-4번지,"부산광역시 부산진구 가야대로556번길 5, 1층 (가야동)",385178.417766388,185729.917513658,영업/정상,,부산진구,가야동,가야동 이가월남쌀국수동의대점,가야동 이가월남쌀국수동의대점 
그리운보리밥집,한식,,부산광역시 부산진구 당감동 699-16번지,"부산광역시 부산진구 당감서로 109, 1층 (당감동)",385295.283028614,187398.746719609,영업/정상,,부산진구,당감동,당감동 그리운보리밥집,당감동 그리운보리밥집 
맘스터치가야역점,통닭(치킨),051-8925277,부산광역시 부산진구 가야동 50-1,"부산광역시 부산진구 가야대로 613, 1층 109호 (가야동, 유림상가)",385733.529901161,185961.315340121,영업/정상,,부산진구,가야동,가야동 맘스터치가야역점,가야동 맘스터치가야역점 051-8925277
팔팔대패,식육(숯불구이),,부산광역시 부산진구 부암동 80-35,"부산광역시 부산진구 새싹로 87, 1층 (부암동)",386996.683066933,186978.605373758,영업/정상,,부산진구,부암동,부암동 팔팔대패,부암동 팔팔대패 
동오리,한식,,부산광역시 부산진구 범천동 848-22,"부산광역시 부산진구 황령대로8번길 60, 1층 (범천동)",387650.117487165,184826.016766299,영업/정상,,부산진구,범천동,범천동 동오리,범천동 동오리 
두건쓴형제,한식,,부산광역시 부산진구 부전동 490-16 지상1층,"부산광역시 부산진구 서면로 69-1, 지상1층 (부전동)",387409.530483328,186141.938258288,영업/정상,,부산진구,부전동,부전동 두건쓴형제,부전동 두건쓴형제 
노쎄,일식,051-8069313,부산광역시 부산진구 전포동 685-10번지,"부산광역시 부산진구 서전로38번길 66, 1층 101호 (전포동)",387982.33865494,185903.328261664,영업/정상,,부산진구,전포동,전포동 노쎄,전포동 노쎄 051-8069313
가마솥 골목통닭 양정점,호프/통닭,,부산광역시 부산진구 양정동 337-10,"부산광역시 부산진구 중앙대로928번길 17, 1층 (양정동)",388692.637194337,187860.012167429,영업/정상,,부산진구,양정동,양정동 가마솥 골목통닭 양정점,양정동 가마솥 골목통닭 양정점 
정참치,일식,051-818-7770,"부산광역시 부산진구 부전동 520-3번지 외 2필지(520-29, 520-36), 지하1층 더클럽호텔","부산광역시 부산진구 중앙대로691번길 46, 지하1층 (부전동, 더클럽호텔)",387314.66361266,185900.079101326,영업/정상,,부산진구,부전동,부전동 정참치,부전동 정참치 051-818-7770
부라더연어,일식,051-8098291,부산광역시 부산진구 부전동 405-36,"부산광역시 부산진구 부전로 119, 1층 (부전동)",387144.104995023,186560.348085132,영업/정상,,부산진구,부전동,부전동 부라더연어,부전동 부라더연어 051-8098291
청바지,한식,051-8516275,부산광역시 부산진구 양정동 506-15번지,"부산광역시 부산진구 범양로125번길 5, 1층 (양정동)",388090.528988139,188066.996835102,영업/정상,,부산진구,양정동,양정동 청바지,양정동 청바지 051-8516275
구석,한식,051-804-0363,부산광역시 부산진구 부전동 168-382번지 지상1층,"부산광역시 부산진구 동천로95번길 9-1, 지상1층 (부전동)",387792.029082941,186156.402924851,영업/정상,,부산진구,부전동,부전동 구석,부전동 구석 051-804-0363
더라카,호프/통닭,,부산광역시 부산진구 부전동 168-76번지 지상3층,"부산광역시 부산진구 중앙대로680번가길 61, 지상3층 (부전동)",387702.988606548,186058.760581535,영업/정상,,부산진구,부전동,부전동 더라카,부전동 더라카 
창녕식당,한식,051-8062998,부산광역시 부산진구 전포동 693-2번지 몽뜨레 102호,"부산광역시 부산진구 전포대로189번길 30, 1층 102호 (전포동, 몽뜨레)",387961.015789694,185791.072914346,영업/정상,,부산진구,전포동,전포동 창녕식당,전포동 창녕식당 051-8062998
혼자夜나,식육(숯불구이),,부산광역시 부산진구 범천동 838-7,"부산광역시 부산진구 범일로142번길 34-3, 1층 (범천동)",387776.769449192,184546.194298343,영업/정상,,부산진구,범천동,범천동 혼자夜나,범천동 혼자夜나 
새벽닭 옛날통닭,통닭(치킨),051-8072104,부산광역시 부산진구 부전동 265-1번지 지상1층일부,"부산광역시 부산진구 중앙대로755번길 13 (부전동, 지상1층일부)",387624.438548764,186495.162785768,영업/정상,,부산진구,부전동,부전동 새벽닭 옛날통닭,부전동 새벽닭 옛날통닭 051-8072104
파전닭갈비,한식,,부산광역시 부산진구 양정동 401-2,"부산광역시 부산진구 거제대로22번길 22, 1층 (양정동)",388405.194781098,187644.458323369,영업/정상,,부산진구,양정동,양정동 파전닭갈비,양정동 파전닭갈비 
소문난옛날통닭,한식,,부산광역시 부산진구 부전동 260-18번지 지상1층일부,"부산광역시 부산진구 새싹로8번길 10, 지상1층 (부전동)",387531.673858211,186358.914713111,영업/정상,,부산진구,부전동,부전동 소문난옛날통닭,부전동 소문난옛날통닭 
와사비선생,기타,,부산광역시 부산진구 부암동 386-1번지,"부산광역시 부산진구 백양순환로 144, 2층 (부암동)",385869.452375979,187325.552359892,영업/정상,,부산진구,부암동,부암동 와사비선생,부암동 와사비선생 
탐라해녀의집 서면점,기타,051-805-8885,부산광역시 부산진구 부전동 152-3 지상1층,"부산광역시 부산진구 서전로 12-1, 지상1층 (부전동)",387729.523374879,186197.208124244,영업/정상,,부산진구,부전동,부전동 탐라해녀의집 서면점,부전동 탐라해녀의집 서면점 051-805-8885
길목포장마차,호프/통닭,051-895-0009,부산광역시 부산진구 가야동 631-8,"부산광역시 부산진구 냉정로233번길 32, 1층 (가야동)",384556.366851941,185511.743046451,영업/정상,,부산진구,가야동,가야동 길목포장마차,가야동 길목포장마차 051-895-0009
교동마님,한식,,"부산광역시 부산진구 초읍동 43-13번지 더파크(B-01)만남의광장203호,지상2층일부","부산광역시 부산진구 새싹로 295-1, 지상2층 203호 (초읍동, 더파크(B-01)만남의광장)",385866.294509187,189075.051491051,영업/정상,,부산진구,초읍동,초읍동 교동마님,초읍동 교동마님 
홍두깨,한식,051-853-5208,부산광역시 부산진구 양정동 370-14번지,"부산광역시 부산진구 거제대로60번길 43-1, 1층 (양정동)",388490.072216447,187951.463802099,영업/정상,,부산진구,양정동,양정동 홍두깨,양정동 홍두깨 051-853-5208
바다한접시,한식,,"부산광역시 부산진구 양정동 445-105번지 덕성빌라2차101호,지상1층","부산광역시 부산진구 범양로 107, 지상1층 101호 (양정동, 덕성빌라2차)",388027.856378142,187934.427629231,영업/정상,,부산진구,양정동,양정동 바다한접시,양정동 바다한접시 
부영칼국수,분식,051-803-6003,"부산광역시 부산진구 부암동 725번지 당감뜨란채아파트주상가동102호,지상1층","부산광역시 부산진구 백양산로 59, 주상가동 지상1층 102호 (부암동, 당감뜨란채아파트)",384844.062263577,188042.940722543,영업/정상,,부산진구,부암동,부암동 부영칼국수,부암동 부영칼국수 051-803-6003
당감추어탕,한식,,부산광역시 부산진구 당감동 241-26번지 지상1층전체,"부산광역시 부산진구 백양대로64번길 27-4, 지상1층 (당감동)",385980.834417126,186831.436847023,영업/정상,,부산진구,당감동,당감동 당감추어탕,당감동 당감추어탕 
마왕족발(당감점),식육(숯불구이),,부산광역시 부산진구 당감동 175-2 서면삼익아파트,"부산광역시 부산진구 당감로 5, 서면삼익아파트 1층 105호 (당감동)",385699.435124042,186652.915622764,영업/정상,,부산진구,당감동,당감동 마왕족발(당감점),당감동 마왕족발(당감점) 
여기서 보자,호프/통닭,051-8790121,부산광역시 부산진구 개금동 산 43-70 지상1층전부,"부산광역시 부산진구 엄광로 56-1 (개금동, 지상1층전부)",384219.560016816,185076.111475988,영업/정상,,부산진구,개금동,개금동 여기서 보자,개금동 여기서 보자 051-8790121
진주돼지국밥,식육(숯불구이),051-8090651,부산광역시 부산진구 부전동 347-7번지,"부산광역시 부산진구 부전로158번길 10, 1층 (부전동)",387485.689600856,186697.251644144,영업/정상,,부산진구,부전동,부전동 진주돼지국밥,부전동 진주돼지국밥 051-8090651
네네치킨범천점,통닭(치킨),051-636-4479,"부산광역시 부산진구 범천동 1644 범천엘에이치APT판매시설106호,지상1층","부산광역시 부산진구 신암로 66, 지상1층 106호 (범천동, 엘에이치APT판매시설)",387201.839887157,185079.903856028,영업/정상,,부산진구,범천동,범천동 네네치킨범천점,범천동 네네치킨범천점 051-636-4479
전야제,한식,051-808-0601,부산광역시 부산진구 부전동 168-347 지상1층,"부산광역시 부산진구 동천로85번길 17, 지상1층 (부전동)",387748.449455525,186059.043722522,영업/정상,,부산진구,부전동,부전동 전야제,부전동 전야제 051-808-0601
이태리맥주,호프/통닭,,부산광역시 부산진구 부전동 168-126번지 지상2층일부,"부산광역시 부산진구 동천로85번길 31, 지상2층 (부전동)",387684.742102987,186087.361932538,영업/정상,,부산진구,부전동,부전동 이태리맥주,부전동 이태리맥주 
435레스투랑,분식,051-803-1950,부산광역시 부산진구 전포동 309-4번지,"부산광역시 부산진구 서전로58번길 40, 1층 (전포동)",388180.229380377,186050.052147649,영업/정상,,부산진구,전포동,전포동 435레스투랑,전포동 435레스투랑 051-803-1950
또또보리밥 & 매운수제비,기타,,부산광역시 부산진구 부전동 263-22번지 지상1층일부,"부산광역시 부산진구 새싹로8번길 31 (부전동, 지상1층일부)",387596.461828573,186446.730427127,영업/정상,,부산진구,부전동,부전동 또또보리밥 & 매운수제비,부전동 또또보리밥 & 매운수제비 
코도모돈카츠,분식,,부산광역시 부산진구 초읍동 43-13번지 더파크B-01만남의광장 그린코아빌리지,"부산광역시 부산진구 새싹로 295-1, 2층 (초읍동, 더파크B-01만남의광장 그린코아빌리지)",385866.294509187,189075.051491051,영업/정상,,부산진구,초읍동,초읍동 코도모돈카츠,초읍동 코도모돈카츠 
도매횟집,횟집,,부산광역시 부산진구 가야동 600-5,"부산광역시 부산진구 가야공원로38번길 5, 2층 (가야동)",384872.532880076,185309.77650939,영업/정상,,부산진구,가야동,가야동 도매횟집,가야동 도매횟집 
제이오컴퍼니,식육(숯불구이),051-8169612,부산광역시 부산진구 부전동 125-5 지상2층일부,"부산광역시 부산진구 서전로9번길 34 (부전동, 지상2층일부)",387745.341090042,186384.501607695,영업/정상,,부산진구,부전동,부전동 제이오컴퍼니,부전동 제이오컴퍼니 051-8169612
파파존스피자,경양식,051-8968070,부산광역시 부산진구 개금동 201-86번지,"부산광역시 부산진구 가야대로 465, 1층 (개금동)",384254.953952748,185689.529402468,영업/정상,,부산진구,개금동,개금동 파파존스피자,개금동 파파존스피자 051-8968070
돈까스&뚝배기,경양식,,부산광역시 부산진구 양정동 257-18번지,"부산광역시 부산진구 거제천로40번길 18, 1층 (양정동)",388729.898340982,188553.482839065,영업/정상,,부산진구,양정동,양정동 돈까스&뚝배기,양정동 돈까스&뚝배기 
부라더식당,한식,051-8070117,부산광역시 부산진구 부전동 515-24 1층,"부산광역시 부산진구 부전로 62-1, 1층 (부전동)",387178.758790245,185981.550843045,영업/정상,,부산진구,부전동,부전동 부라더식당,부전동 부라더식당 051-8070117
더벤티,기타,051-898-4321,부산광역시 부산진구 당감동 305-53번지 지상1층일부,"부산광역시 부산진구 당감로 51, 1층 (당감동)",385689.999187671,187123.737068525,영업/정상,,부산진구,당감동,당감동 더벤티,당감동 더벤티 051-898-4321
박돼장,식육(숯불구이),051-632-3222,부산광역시 부산진구 범천동 839-1,"부산광역시 부산진구 자유평화로37번길 25, 1층 (범천동)",387963.225015846,184536.155875568,영업/정상,,부산진구,범천동,범천동 박돼장,범천동 박돼장 051-632-3222
뚱스밥버거,기타,051-891-5363,부산광역시 부산진구 당감동 306-27번지 지상1층일부,"부산광역시 부산진구 당감로 52, 지상1층 (당감동)",385709.441585483,187148.460115749,영업/정상,,부산진구,당감동,당감동 뚱스밥버거,당감동 뚱스밥버거 051-891-5363
처갓집양념치킨개금주공점,호프/통닭,051-891-2577,부산광역시 부산진구 당감동 516-3번지 지상1층일부,"부산광역시 부산진구 백양대로136번길 37-9, 지상1층 (당감동)",385186.478217794,186638.985679373,영업/정상,,부산진구,당감동,당감동 처갓집양념치킨개금주공점,당감동 처갓집양념치킨개금주공점 051-891-2577
여독(Yeodok),분식,051-898-4400,부산광역시 부산진구 당감동 175-2 삼익아파트18동상가103호,"부산광역시 부산진구 당감로 5, 1층 103호 (당감동, 삼익아파트18동상가)",385699.435124042,186652.915622764,영업/정상,,부산진구,당감동,당감동 여독(Yeodok),당감동 여독(Yeodok) 051-898-4400
돈기부여,기타,,부산광역시 부산진구 전포동 664-8,"부산광역시 부산진구 서전로37번길 20, 1층 (전포동)",387993.800617918,186348.549296544,영업/정상,,부산진구,전포동,전포동 돈기부여,전포동 돈기부여 
고모네생아구찜,한식,051-891-0836,부산광역시 부산진구 당감동 765-3번지 지상1층일부,"부산광역시 부산진구 당감서로100번길 9, 지상1층 (당감동)",385359.305512942,187394.604511381,영업/정상,,부산진구,당감동,당감동 고모네생아구찜,당감동 고모네생아구찜 051-891-0836
백채김치찌개(전포동카페거리점),한식,070-73778883,"부산광역시 부산진구 전포동 686-1 더블루2,지상1층106호","부산광역시 부산진구 서전로38번길 65, 지상1층 106호 (전포동, 더블루2)",388017.982184788,185904.127058654,영업/정상,,부산진구,전포동,전포동 백채김치찌개(전포동카페거리점),전포동 백채김치찌개(전포동카페거리점) 070-73778883
상제씨,일식,,부산광역시 부산진구 부전동 168-111 지상1층,"부산광역시 부산진구 동천로85번길 31-18, 지상1층 (부전동)",387693.598013707,186050.834036795,영업/정상,,부산진구,부전동,부전동 상제씨,부전동 상제씨 
핑거브레드,기타,051853-3049,부산광역시 부산진구 양정동 365-21 지상1층일부,"부산광역시 부산진구 양지로 14, 1층 (양정동)",388497.699720839,187501.917868135,영업/정상,,부산진구,양정동,양정동 핑거브레드,양정동 핑거브레드 051853-3049
육짚,경양식,,부산광역시 부산진구 전포동 683-15,"부산광역시 부산진구 전포대로209번길 39-8, 1층 (전포동)",387903.584845946,185936.48501218,영업/정상,,부산진구,전포동,전포동 육짚,전포동 육짚 
오스테리아어부,기타,070-77932673,부산광역시 부산진구 전포동 692-2,"부산광역시 부산진구 동천로 58, 1층 (전포동)",387890.448596144,185811.351406533,영업/정상,,부산진구,전포동,전포동 오스테리아어부,전포동 오스테리아어부 070-77932673
차돌이네분식,한식,051-897-7398,부산광역시 부산진구 가야동 156번지,부산광역시 부산진구 가야공원로 9 (가야동),384904.378142982,185592.619867427,영업/정상,,부산진구,가야동,가야동 차돌이네분식,가야동 차돌이네분식 051-897-7398
백년가마솥통닭,호프/통닭,051-8940277,부산광역시 부산진구 개금동 171-77번지,"부산광역시 부산진구 복지로13번길 73, 1층 (개금동)",384394.885752778,185540.341923086,영업/정상,,부산진구,개금동,개금동 백년가마솥통닭,개금동 백년가마솥통닭 051-8940277
굴다리(CNA),기타,,부산광역시 부산진구 부전동 405-5번지,"부산광역시 부산진구 서면문화로 49-2, 3층 (부전동)",387172.099720986,186622.98326136,영업/정상,,부산진구,부전동,부전동 굴다리(CNA),부전동 굴다리(CNA) 
사카바 차니야,일식,051-8172355,부산광역시 부산진구 부전동 122-11,"부산광역시 부산진구 동천로107번길 12-15, 1층 (부전동)",387763.748464422,186322.75381413,영업/정상,,부산진구,부전동,부전동 사카바 차니야,부전동 사카바 차니야 051-8172355
곁집,한식,,부산광역시 부산진구 전포동 687-12번지,"부산광역시 부산진구 서전로46번길 62-8, 101호 (전포동)",388045.237023935,185940.868977036,영업/정상,,부산진구,전포동,전포동 곁집,전포동 곁집 
제로 베이크샵,한식,051-867-8249,부산광역시 부산진구 양정동 276-4 지상1층일부,"부산광역시 부산진구 동평로405번길 77, 1층 (양정동)",388641.039202334,188371.450679039,영업/정상,,부산진구,양정동,양정동 제로 베이크샵,양정동 제로 베이크샵 051-867-8249
소랑전포,경양식,,부산광역시 부산진구 전포동 687-12,"부산광역시 부산진구 서전로46번길 62-8, 1층 (전포동)",388045.237023935,185940.868977036,영업/정상,,부산진구,전포동,전포동 소랑전포,전포동 소랑전포 
키다리차칸비어,호프/통닭,051-816-7578,부산광역시 부산진구 초읍동 208-12번지 지상1층일부,"부산광역시 부산진구 성지로 100, 1층 (초읍동)",386931.54263223,188615.362740013,영업/정상,,부산진구,초읍동,초읍동 키다리차칸비어,초읍동 키다리차칸비어 051-816-7578
부전소머리곰탕,한식,051-809-7676,부산광역시 부산진구 부전동 469-2 지상1층전체,"부산광역시 부산진구 가야대로765번길 23, 1층 (부전동)",387184.456524159,186343.078419946,영업/정상,,부산진구,부전동,부전동 부전소머리곰탕,부전동 부전소머리곰탕 051-809-7676
미가아구찜,한식,051-897-3100,부산광역시 부산진구 가야동 13-6번지,"부산광역시 부산진구 가야대로668번길 24, 1층 (가야동)",386215.869566691,185907.264955124,영업/정상,,부산진구,가야동,가야동 미가아구찜,가야동 미가아구찜 051-897-3100
푸드인더박스,통닭(치킨),,부산광역시 부산진구 개금동 25-10 지상1층일부,"부산광역시 부산진구 개금본동로 20 (개금동, (지상1층일부))",384400.03836279,186324.986114424,영업/정상,,부산진구,개금동,개금동 푸드인더박스,개금동 푸드인더박스 
숲속 북카페 & 레스토랑,기타,051-807-3952,부산광역시 부산진구 범전동 195 부산시민공원,"부산광역시 부산진구 시민공원로 73, 1층 (범전동)",387181.584156685,187207.197595378,영업/정상,,부산진구,범전동,범전동 숲속 북카페 & 레스토랑,범전동 숲속 북카페 & 레스토랑 051-807-3952
산울림,한식,,부산광역시 부산진구 초읍동 292-29 2층,"부산광역시 부산진구 새싹로 279, 2층 (초읍동)",386400.009177509,188777.544193431,영업/정상,,부산진구,초읍동,초읍동 산울림,초읍동 산울림 
하동손칼국수,분식,,부산광역시 부산진구 전포동 183-24번지,"부산광역시 부산진구 동성로118번길 8, 1층 (전포동)",388189.934676141,186545.331239719,영업/정상,,부산진구,전포동,전포동 하동손칼국수,전포동 하동손칼국수 
해동대구뽈구이&찜,한식,,부산광역시 부산진구 당감동 797번지 백양뜨란채 상가 가동 102호,"부산광역시 부산진구 백양산로53번길 103, 가동 1층 102호 (당감동, 백양뜨란채상가)",384652.815482369,187618.998555169,영업/정상,,부산진구,당감동,당감동 해동대구뽈구이&찜,당감동 해동대구뽈구이&찜 
교촌치킨 개금역점,호프/통닭,,부산광역시 부산진구 개금동 523-17,"부산광역시 부산진구 복지로 22-2, 1층 (개금동, 해승빌딩)",384002.446350824,185441.874015183,영업/정상,,부산진구,개금동,개금동 교촌치킨 개금역점,개금동 교촌치킨 개금역점 
수제로 만든 돈돈카츠,식육(숯불구이),,부산광역시 부산진구 전포동 198-31,"부산광역시 부산진구 서전로67번길 30, 1층 (전포동)",388293.734723321,186394.495614998,영업/정상,,부산진구,전포동,전포동 수제로 만든 돈돈카츠,전포동 수제로 만든 돈돈카츠 
