사업장명,업태구분명,소재지전화,소재지전체주소,도로명전체주소,좌표정보(x),좌표정보(y),영업상태명,naver_map_url,구,동,검색어,검색어2
한방장수국밥,한식,,부산광역시 부산진구 개금동 196번지,부산광역시 부산진구 개금온정로 9 (개금동),384426.927922008,185758.105995342,영업/정상,,부산진구,개금동,개금동 한방장수국밥,개금동 한방장수국밥 
이동주의불타는곱창,분식,8970169,부산광역시 부산진구 당감동 292-113,부산광역시 부산진구 당감로34번길 29 (당감동),385874.398245503,187010.711713724,영업/정상,,부산진구,당감동,당감동 이동주의불타는곱창,당감동 이동주의불타는곱창 8970169
가송추어탕,한식,051-5151008,부산광역시 부산진구 초읍동 230-12,부산광역시 부산진구 초읍천로 113-3 (초읍동),386325.47080268,188899.571054118,영업/정상,,부산진구,초읍동,초읍동 가송추어탕,초읍동 가송추어탕 051-5151008
도리도리갓도리,식육(숯불구이),,부산광역시 부산진구 부전동 168-32 지상1층,"부산광역시 부산진구 중앙대로680번가길 73-1, 지상1층 (부전동)",387715.275721797,186122.113366281,영업/정상,,부산진구,부전동,부전동 도리도리갓도리,부전동 도리도리갓도리 
만월집0501,분식,,부산광역시 부산진구 양정동 393-17,부산광역시 부산진구 중앙대로909번길 8 (양정동),388473.867713581,187800.867308688,영업/정상,,부산진구,양정동,양정동 만월집0501,양정동 만월집0501 
맘스터치당감점,기타,051-894-8886,부산광역시 부산진구 당감동 730-64번지,부산광역시 부산진구 당감로 53-2 (당감동),385680.059960656,187164.821595635,영업/정상,,부산진구,당감동,당감동 맘스터치당감점,당감동 맘스터치당감점 051-894-8886
달인손짜장,중국식,070-73640746,부산광역시 부산진구 부전동 264-6번지,부산광역시 부산진구 새싹로14번길 23 (부전동),387519.671481516,186486.192235971,영업/정상,,부산진구,부전동,부전동 달인손짜장,부전동 달인손짜장 070-73640746
서면집,통닭(치킨),051-809-8000,부산광역시 부산진구 부전동 256-6번지,부산광역시 부산진구 서면로 56 (부전동),387468.48013598,185990.346086723,영업/정상,,부산진구,부전동,부전동 서면집,부전동 서면집 051-809-8000
봉대박스파게티서면2호점,한식,051-8053869,부산광역시 부산진구 부전동 517-10번지 지상2층,"부산광역시 부산진구 가야대로784번길 39, 지상2층 (부전동)",387405.803167148,185990.340640044,영업/정상,,부산진구,부전동,부전동 봉대박스파게티서면2호점,부전동 봉대박스파게티서면2호점 051-8053869
일미반점,중국식,051-8160743,부산광역시 부산진구 연지동 38-45번지,부산광역시 부산진구 동평로291번길 19 (연지동),387424.939902555,187838.126418603,영업/정상,,부산진구,연지동,연지동 일미반점,연지동 일미반점 051-8160743
정원돼지국밥,한식,051-891-9882,부산광역시 부산진구 당감동 368-1,부산광역시 부산진구 동평로 43 (당감동),385276.733566307,186993.787843522,영업/정상,,부산진구,당감동,당감동 정원돼지국밥,당감동 정원돼지국밥 051-891-9882
초원식당,한식,051-8931700,부산광역시 부산진구 가야동 494-3번지,부산광역시 부산진구 엄광로134번길 28 (가야동),384806.219040791,184943.12906061,영업/정상,,부산진구,가야동,가야동 초원식당,가야동 초원식당 051-8931700
멕시칸치킨,통닭(치킨),051-8676941,부산광역시 부산진구 양정동 44-1번지,부산광역시 부산진구 진남로572번길 9 (양정동),389109.685597192,187860.824015148,영업/정상,,부산진구,양정동,양정동 멕시칸치킨,양정동 멕시칸치킨 051-8676941
마마도마,한식,051-8180045,부산광역시 부산진구 부전동 220-5 지상1층,"부산광역시 부산진구 중앙대로680번길 41, 지상1층 (부전동)",387777.182224701,185768.828308164,영업/정상,,부산진구,부전동,부전동 마마도마,부전동 마마도마 051-8180045
조방돼지국밥,한식,,부산광역시 부산진구 범천동 846-22번지,부산광역시 부산진구 골드테마길 37 (범천동),387658.57489807,184638.567974608,영업/정상,,부산진구,범천동,범천동 조방돼지국밥,범천동 조방돼지국밥 
주례껍데기집,한식,051-8954554,부산광역시 부산진구 당감동 334-3 외 1필지,"부산광역시 부산진구 당감서로 60 (당감동,외 1필지)",385505.381544738,187077.789959577,영업/정상,,부산진구,당감동,당감동 주례껍데기집,당감동 주례껍데기집 051-8954554
청기와찜,중국식,051-8648361,부산광역시 부산진구 양정동 506-14,부산광역시 부산진구 범양로125번길 3-4 (양정동),388090.941079308,188057.009834934,영업/정상,,부산진구,양정동,양정동 청기와찜,양정동 청기와찜 051-8648361
단골섞어찜,한식,051-8942634,부산광역시 부산진구 당감동 728-3번지,부산광역시 부산진구 당감로45번길 8 (당감동),385668.595944262,187081.44181303,영업/정상,,부산진구,당감동,당감동 단골섞어찜,당감동 단골섞어찜 051-8942634
금복,한식,8038790,부산광역시 부산진구 부전동 486-10번지 지상1층전부,"부산광역시 부산진구 서면문화로5번길 13 (부전동, 지상1층전부)",387354.769667309,186270.283534491,영업/정상,,부산진구,부전동,부전동 금복,부전동 금복 8038790
취화담,한식,,부산광역시 부산진구 부전동 168-331 지상2층,"부산광역시 부산진구 중앙대로680번가길 72, 지상2층 (부전동)",387731.454085179,186099.175864833,영업/정상,,부산진구,부전동,부전동 취화담,부전동 취화담 
보글보글대구탕,한식,051-8510089,부산광역시 부산진구 양정동 177-5번지,부산광역시 부산진구 동평로405번길 100 (양정동),388722.243662882,188456.753496522,영업/정상,,부산진구,양정동,양정동 보글보글대구탕,양정동 보글보글대구탕 051-8510089
잘나이소문난원조칼국수,한식,051-8195087,부산광역시 부산진구 부전동 264-24번지 (1층),"부산광역시 부산진구 새싹로14번길 17 (부전동,(1층))",387499.126139922,186451.863553456,영업/정상,,부산진구,부전동,부전동 잘나이소문난원조칼국수,부전동 잘나이소문난원조칼국수 051-8195087
미까(한일),호프/통닭,6468449,부산광역시 부산진구 범천동 1230-193번지 동우주택,"부산광역시 부산진구 신암로 89, 2층 201호 (범천동, 동우주택)",387006.942734067,185250.815239055,영업/정상,,부산진구,범천동,범천동 미까(한일),범천동 미까(한일) 6468449
신전주콩나물국밥,한식,,부산광역시 부산진구 부전동 485-13번지,부산광역시 부산진구 가야대로 765 (부전동),387209.524505484,186242.076297432,영업/정상,,부산진구,부전동,부전동 신전주콩나물국밥,부전동 신전주콩나물국밥 
미진축산 범내골점,식육(숯불구이),051-636-7890,부산광역시 부산진구 범천동 1291-17,부산광역시 부산진구 신암로 25-2 (범천동),387259.17709943,184733.72280945,영업/정상,,부산진구,범천동,범천동 미진축산 범내골점,범천동 미진축산 범내골점 051-636-7890
현대가든,한식,051-8528866,부산광역시 부산진구 양정동 507-22번지,부산광역시 부산진구 범양로125번길 12 (양정동),388060.883595538,188091.491360121,영업/정상,,부산진구,양정동,양정동 현대가든,양정동 현대가든 051-8528866
산청본가어탕국수,한식,,부산광역시 부산진구 부암동 336번지,부산광역시 부산진구 동평로119번길 6 (부암동),386028.033695948,187173.230495295,영업/정상,,부산진구,부암동,부암동 산청본가어탕국수,부암동 산청본가어탕국수 
롯데반점,중국식,,부산광역시 부산진구 개금동 177-31번지,부산광역시 부산진구 복지로13번길 59 (개금동),384325.956784183,185539.562795438,영업/정상,,부산진구,개금동,개금동 롯데반점,개금동 롯데반점 
오춘자비어와남포궁물떡볶이,기타,051-8068969,부산광역시 부산진구 부전동 240-23번지 지상2층,"부산광역시 부산진구 서면로 36-1, 지상2층 (부전동)",387459.335242883,185807.232912581,영업/정상,,부산진구,부전동,부전동 오춘자비어와남포궁물떡볶이,부전동 오춘자비어와남포궁물떡볶이 051-8068969
임가네돈,식육(숯불구이),8918078,부산광역시 부산진구 당감동 348-30,"부산광역시 부산진구 백양순환로 13, 1층 (당감동)",385150.942434957,187094.079967161,영업/정상,,부산진구,당감동,당감동 임가네돈,당감동 임가네돈 8918078
서면개금밀면,한식,051-8020456,부산광역시 부산진구 부전동 254-3번지 (1층),"부산광역시 부산진구 서면로68번길 39 (부전동,(1층))",387506.826508355,185948.897739171,영업/정상,,부산진구,부전동,부전동 서면개금밀면,부전동 서면개금밀면 051-8020456
최고당돈가스,분식,,부산광역시 부산진구 양정동 353-6,부산광역시 부산진구 중앙대로 906 (양정동),388516.351675834,187720.813531006,영업/정상,,부산진구,양정동,양정동 최고당돈가스,양정동 최고당돈가스 
펭귄상회,기타,,부산광역시 부산진구 부전동 168-74 지상2층,"부산광역시 부산진구 동천로85번길 31-5, 지상2층 (부전동)",387698.362825332,186067.405032321,영업/정상,,부산진구,부전동,부전동 펭귄상회,부전동 펭귄상회 
생오리양념전문점,한식,,부산광역시 부산진구 당감동 233-42번지,부산광역시 부산진구 백양대로 48-7 (당감동),386151.793564842,186772.651775306,영업/정상,,부산진구,당감동,당감동 생오리양념전문점,당감동 생오리양념전문점 
시장국수,분식,,부산광역시 부산진구 부전동 260-58번지 번지(1층일부),"부산광역시 부산진구 새싹로8번길 18 (부전동,번지(1층일부))",387570.531277553,186375.719722805,영업/정상,,부산진구,부전동,부전동 시장국수,부전동 시장국수 
번개반점,중국식,8612884,부산광역시 부산진구 양정동 418-282번지,부산광역시 부산진구 양지로 32-1 (양정동),388572.337516793,187339.190968696,영업/정상,,부산진구,양정동,양정동 번개반점,양정동 번개반점 8612884
논두렁,한식,051-808-1966,부산광역시 부산진구 연지동 199-2 지상1층일부,"부산광역시 부산진구 연지로 24 (연지동, 지상1층일부)",386897.240487461,187719.316603644,영업/정상,,부산진구,연지동,연지동 논두렁,연지동 논두렁 051-808-1966
후라토식당 서면점,기타,051-997-2046,부산광역시 부산진구 부전동 502-15,"부산광역시 부산진구 서면로 65-4, 지상1층 (부전동)",387409.799415388,186098.418548249,영업/정상,,부산진구,부전동,부전동 후라토식당 서면점,부전동 후라토식당 서면점 051-997-2046
동백초밥,식육(숯불구이),,부산광역시 부산진구 부전동 198-9 지상1층,"부산광역시 부산진구 신천대로50번길 68, 지상1층 (부전동)",387656.544442821,185789.876989077,영업/정상,,부산진구,부전동,부전동 동백초밥,부전동 동백초밥 
다래,식육(숯불구이),645-9282,부산광역시 부산진구 범천동 1143-16번지,부산광역시 부산진구 신암로135번길 22 (범천동),386633.820338084,185571.24613151,영업/정상,,부산진구,범천동,범천동 다래,범천동 다래 645-9282
한솥도시락 부전역점,김밥(도시락),,부산광역시 부산진구 전포동 878-6번지,부산광역시 부산진구 동천로 140 (전포동),387849.472246736,186616.948342361,영업/정상,,부산진구,전포동,전포동 한솥도시락 부전역점,전포동 한솥도시락 부전역점 
나주돼지국밥,한식,051-808-6602,부산광역시 부산진구 부전동 485-12번지 (1층),"부산광역시 부산진구 가야대로765번길 8 (부전동,(1층))",387209.084925453,186259.289960488,영업/정상,,부산진구,부전동,부전동 나주돼지국밥,부전동 나주돼지국밥 051-808-6602
꼴까닭앤무봤나촌닭,통닭(치킨),051-819-9982,부산광역시 부산진구 당감동 751-13번지,부산광역시 부산진구 당감서로 77 (당감동),385486.142004807,187250.711195559,영업/정상,,부산진구,당감동,당감동 꼴까닭앤무봤나촌닭,당감동 꼴까닭앤무봤나촌닭 051-819-9982
켈틱타이거(CELTIC TIGER),경양식,,부산광역시 부산진구 부전동 240-3번지 지상2층,"부산광역시 부산진구 서면로 38, 지상2층 (부전동)",387463.862195003,185819.741651369,영업/정상,,부산진구,부전동,부전동 켈틱타이거(CELTIC TIGER),부전동 켈틱타이거(CELTIC TIGER) 
이모회포차,횟집,051-892-7333,부산광역시 부산진구 개금동 177-393번지,부산광역시 부산진구 복지로 29 (개금동),384036.071391445,185356.88876745,영업/정상,,부산진구,개금동,개금동 이모회포차,개금동 이모회포차 051-892-7333
오,경양식,,부산광역시 부산진구 양정동 362-11번지 지하1층,"부산광역시 부산진구 양지로 7, 지하1층 (양정동)",388493.594075292,187578.532791306,영업/정상,,부산진구,양정동,양정동 오,양정동 오 
파닭에파무쳐,호프/통닭,051-898-4858,부산광역시 부산진구 가야동 450-7번지,부산광역시 부산진구 대학로 68-4 (가야동),385303.206221297,185308.426785291,영업/정상,,부산진구,가야동,가야동 파닭에파무쳐,가야동 파닭에파무쳐 051-898-4858
갓포현,한식,,부산광역시 부산진구 부전동 232-15번지,"부산광역시 부산진구 신천대로62번길 46, 1층 (부전동)",387514.9442072,185679.57099674,영업/정상,,부산진구,부전동,부전동 갓포현,부전동 갓포현 
돌마루식당,한식,051-864-0004,부산광역시 부산진구 양정동 114-9번지,부산광역시 부산진구 연제로27번길 32 (양정동),389053.845858206,188301.057351793,영업/정상,,부산진구,양정동,양정동 돌마루식당,양정동 돌마루식당 051-864-0004
오복삼계탕,한식,,부산광역시 부산진구 부전동 515-63번지,"부산광역시 부산진구 부전로66번길 8, 1층 (부전동)",387198.633758194,186003.089296144,영업/정상,,부산진구,부전동,부전동 오복삼계탕,부전동 오복삼계탕 
해적칼국수밀면2호점,한식,051-8628830,부산광역시 부산진구 양정동 397-16,부산광역시 부산진구 거제대로36번길 17 (양정동),388375.082092018,187812.417702141,영업/정상,,부산진구,양정동,양정동 해적칼국수밀면2호점,양정동 해적칼국수밀면2호점 051-8628830
백양보리통,한식,051-8941975,부산광역시 부산진구 당감동 791 국제백양아파트,"부산광역시 부산진구 백양관문로 104-1, 국제백양아파트 상가동 3층 2호 (당감동)",384741.923372529,187364.899359566,영업/정상,,부산진구,당감동,당감동 백양보리통,당감동 백양보리통 051-8941975
개금안집,호프/통닭,,부산광역시 부산진구 가야동 631-7,부산광역시 부산진구 가야공원로14번길 63 (가야동),384566.283874667,185519.867918302,영업/정상,,부산진구,가야동,가야동 개금안집,가야동 개금안집 
들녘식당,한식,051-8082462,부산광역시 부산진구 부전동 522-15,부산광역시 부산진구 서면로 19-12 (부전동),387403.18419358,185672.514788927,영업/정상,,부산진구,부전동,부전동 들녘식당,부전동 들녘식당 051-8082462
해초과메기부산점,기타,051-955-9644,부산광역시 부산진구 부암동 506-9번지,"부산광역시 부산진구 당감서로 94, 1층 (부암동)",385451.08837363,187397.340976632,영업/정상,,부산진구,부암동,부암동 해초과메기부산점,부암동 해초과메기부산점 051-955-9644
부귀영화,한식,,부산광역시 부산진구 개금동 524-9번지,부산광역시 부산진구 복지로8번길 15 (개금동),383980.393867616,185498.054598196,영업/정상,,부산진구,개금동,개금동 부귀영화,개금동 부귀영화 
간지츠(서면점),기타,,"부산광역시 부산진구 부전동 233-3번지 지상2,3,4층","부산광역시 부산진구 서면로 30, 지상2,3,4층 (부전동)",387466.806554077,185737.441184457,영업/정상,,부산진구,부전동,부전동 간지츠(서면점),부전동 간지츠(서면점) 
범천집목구이,식육(숯불구이),051-8679288,부산광역시 부산진구 양정동 394-20,부산광역시 부산진구 거제대로36번길 30 (양정동),388438.257652893,187785.189926068,영업/정상,,부산진구,양정동,양정동 범천집목구이,양정동 범천집목구이 051-8679288
초원식당,한식,,부산광역시 부산진구 개금동 171-44번지,부산광역시 부산진구 가야대로482번길 15 (개금동),384445.177657154,185559.195732007,영업/정상,,부산진구,개금동,개금동 초원식당,개금동 초원식당 
영진돼지국밥,한식,051-8660260,부산광역시 부산진구 양정동 86-4번지,부산광역시 부산진구 진남로 601 (양정동),389348.6613588,188072.495906305,영업/정상,,부산진구,양정동,양정동 영진돼지국밥,양정동 영진돼지국밥 051-8660260
썸머타임,한식,051-8187625,부산광역시 부산진구 전포동 481-20번지,,,,영업/정상,,부산진구,전포동,전포동 썸머타임,전포동 썸머타임 051-8187625
주식회사냉수탕가든,한식,051-8961133,부산광역시 부산진구 가야동 471-2번지,부산광역시 부산진구 가야공원로 107 (가야동),384782.899915027,184691.471885602,영업/정상,,부산진구,가야동,가야동 주식회사냉수탕가든,가야동 주식회사냉수탕가든 051-8961133
서면수제왕돈까스,분식,051-894-1133,부산광역시 부산진구 가야동 460-25번지,부산광역시 부산진구 엄광로 180-1 (가야동),385317.978093604,185048.245745247,영업/정상,,부산진구,가야동,가야동 서면수제왕돈까스,가야동 서면수제왕돈까스 051-894-1133
발렌타인,경양식,,부산광역시 부산진구 부전동 233-13번지,부산광역시 부산진구 신천대로62번길 49 (부전동),387489.223818853,185701.259391663,영업/정상,,부산진구,부전동,부전동 발렌타인,부전동 발렌타인 
신마산찜,한식,,부산광역시 부산진구 개금동 389-15번지,부산광역시 부산진구 백양대로252번길 36 (개금동),384190.345427985,186151.421197231,영업/정상,,부산진구,개금동,개금동 신마산찜,개금동 신마산찜 
고봉민김밥인,분식,051-805-2185,부산광역시 부산진구 부암동 500 화승아파트 상가동 110호,"부산광역시 부산진구 당감로 79, 110호 (부암동, 화승아파트 상가동)",385570.015221682,187424.7082035,영업/정상,,부산진구,부암동,부암동 고봉민김밥인,부암동 고봉민김밥인 051-805-2185
일레븐그릴(11grill),일식,051802-5404,부산광역시 부산진구 부전동 516-46 (1층),"부산광역시 부산진구 부전로66번길 28-1, 1층 (부전동)",387295.552423236,185992.859439222,영업/정상,,부산진구,부전동,부전동 일레븐그릴(11grill),부전동 일레븐그릴(11grill) 051802-5404
규 서면점,일식,051-8031616,부산광역시 부산진구 부전동 233-4 지상1층,"부산광역시 부산진구 서면로 28-1, 지상1층 (부전동)",387466.711461856,185728.478152697,영업/정상,,부산진구,부전동,부전동 규 서면점,부전동 규 서면점 051-8031616
국민삼겹,호프/통닭,,부산광역시 부산진구 개금동 171-120번지,부산광역시 부산진구 냉정로 213 (개금동),384288.41778985,185418.996245192,영업/정상,,부산진구,개금동,개금동 국민삼겹,개금동 국민삼겹 
코지하우스 부산시민공원점,"외국음식전문점(인도,태국등)",051-8687089,부산광역시 부산진구 양정동 511-11,부산광역시 부산진구 동평로 334-2 (양정동),387758.544593482,188055.829052946,영업/정상,,부산진구,양정동,양정동 코지하우스 부산시민공원점,양정동 코지하우스 부산시민공원점 051-8687089
하삼동커피양정점,기타,051-867-0610,부산광역시 부산진구 양정동 525,부산광역시 부산진구 거제대로 26 (양정동),388349.226700145,187729.117956086,영업/정상,,부산진구,양정동,양정동 하삼동커피양정점,양정동 하삼동커피양정점 051-867-0610
BHC당감부암점,호프/통닭,051-802-3379,부산광역시 부산진구 부암동 560-14번지 협성피닉스타운,"부산광역시 부산진구 당감로 108, 협성피닉스타운상가 112동 116호 (부암동)",385507.124840903,187866.898728489,영업/정상,,부산진구,부암동,부암동 BHC당감부암점,부암동 BHC당감부암점 051-802-3379
자매식당,한식,051-851-0869,부산광역시 부산진구 양정동 276-12번지,부산광역시 부산진구 동평로405번길 61 (양정동),388601.653393382,188307.507482787,영업/정상,,부산진구,양정동,양정동 자매식당,양정동 자매식당 051-851-0869
백양포차,호프/통닭,051-919-5052,부산광역시 부산진구 부암동 582-2,부산광역시 부산진구 백양순환로 73 (부암동),385336.720395389,187567.16745518,영업/정상,,부산진구,부암동,부암동 백양포차,부암동 백양포차 051-919-5052
산성목살,식육(숯불구이),051-8065443,부산광역시 부산진구 부전동 516-12번지 (1층),"부산광역시 부산진구 부전로66번길 36-5 (부전동,(1층))",387341.115385857,185987.405258745,영업/정상,,부산진구,부전동,부전동 산성목살,부전동 산성목살 051-8065443
이층집,기타,6377790,부산광역시 부산진구 전포동 375-35,"부산광역시 부산진구 전포대로122번길 5, 2층 (전포동)",388303.926582747,185147.782961716,영업/정상,,부산진구,전포동,전포동 이층집,전포동 이층집 6377790
청춘불판,기타,051-896-6510,부산광역시 부산진구 개금동 368-6번지,부산광역시 부산진구 개금본동로 13 (개금동),384434.286148671,186256.80360286,영업/정상,,부산진구,개금동,개금동 청춘불판,개금동 청춘불판 051-896-6510
주유소,기타,051-891-7230,부산광역시 부산진구 당감동 888-5번지 청송슈퍼2층,"부산광역시 부산진구 동평로 114-1 (당감동,청송슈퍼2층)",385975.596038048,187098.635869662,영업/정상,,부산진구,당감동,당감동 주유소,당감동 주유소 051-891-7230
어부사시사회,횟집,051-892-7417,부산광역시 부산진구 당감동 370-15번지,부산광역시 부산진구 동평로 40 (당감동),385255.432924489,186955.74524766,영업/정상,,부산진구,당감동,당감동 어부사시사회,당감동 어부사시사회 051-892-7417
조방탱탱족발,식육(숯불구이),051-636-6111,부산광역시 부산진구 범천동 839-32번지,부산광역시 부산진구 자유평화로3번길 14-21 (범천동),387840.784137093,184510.669756505,영업/정상,,부산진구,범천동,범천동 조방탱탱족발,범천동 조방탱탱족발 051-636-6111
