사업장명,업태구분명,소재지전화,소재지전체주소,도로명전체주소,좌표정보(x),좌표정보(y),영업상태명,naver_map_url,구,동,검색어,검색어2
모범돼지대패 얼큰이 샤브샤브,식육(숯불구이),051-643-4989,부산광역시 부산진구 범천동 1643,"부산광역시 부산진구 범일로154번길 33, 1층 1007,1008,1009,1010,1011호 (범천동, 풍림아이원)",387758.905527561,184731.35167587,영업/정상,,부산진구,범천동,범천동 모범돼지대패 얼큰이 샤브샤브,범천동 모범돼지대패 얼큰이 샤브샤브 051-643-4989
장위동유성집(서면점),횟집,051-8057727,부산광역시 부산진구 부전동 406-7번지 라메르오피스텔2층 201호,"부산광역시 부산진구 서면문화로 35-1 (부전동, 라메르오피스텔2층 201호)",387200.683236296,186505.039158209,영업/정상,,부산진구,부전동,부전동 장위동유성집(서면점),부전동 장위동유성집(서면점) 051-8057727
범천포차,한식,051632-2852,부산광역시 부산진구 범천동 1105-3,"부산광역시 부산진구 신암로 153, 1층 (범천동)",386617.325652856,185763.18846596,영업/정상,,부산진구,범천동,범천동 범천포차,범천동 범천포차 051632-2852
희망이 밥도둑집,횟집,,부산광역시 부산진구 부암동 582-17 101호,"부산광역시 부산진구 백양순환로 74, 101호 (부암동)",385334.819532226,187543.647724905,영업/정상,,부산진구,부암동,부암동 희망이 밥도둑집,부암동 희망이 밥도둑집 
돈오돈국밥,한식,,부산광역시 부산진구 양정동 257-22번지,"부산광역시 부산진구 거제천로40번길 6, 1층 (양정동)",388696.949317913,188501.470574027,영업/정상,,부산진구,양정동,양정동 돈오돈국밥,양정동 돈오돈국밥 
피자나라치킨공주서면점,기타,,부산광역시 부산진구 부전동 408-29 지상1층전부,"부산광역시 부산진구 부전로 117-7 (부전동, 지상1층전부)",387115.757126048,186561.487158173,영업/정상,,부산진구,부전동,부전동 피자나라치킨공주서면점,부전동 피자나라치킨공주서면점 
소묘,한식,,부산광역시 부산진구 전포동 687-11,"부산광역시 부산진구 전포대로209번길 17-3, 2층 (전포동)",388032.449217247,185955.388355349,영업/정상,,부산진구,전포동,전포동 소묘,전포동 소묘 
남보현국수,분식,,부산광역시 부산진구 가야동 50-1번지,"부산광역시 부산진구 가야대로 613, 2층 201-A호 (가야동, 유림상가)",385733.529901161,185961.315340121,영업/정상,,부산진구,가야동,가야동 남보현국수,가야동 남보현국수 
커널커피,기타,,부산광역시 부산진구 전포동 680-5,"부산광역시 부산진구 서전로38번길 39, 1,2층 (전포동)",387998.531432031,186033.2493542,영업/정상,,부산진구,전포동,전포동 커널커피,전포동 커널커피 
기장대게도매,기타,051-8939279,부산광역시 부산진구 당감동 889-7번지,"부산광역시 부산진구 동평로 118, 2층 (당감동)",386010.922394337,187108.496657345,영업/정상,,부산진구,당감동,당감동 기장대게도매,당감동 기장대게도매 051-8939279
영도통닭 서면점,기타,051-8049220,부산광역시 부산진구 부전동 151-3 지상1층,"부산광역시 부산진구 동천로95번길 14, 지상1층 (부전동)",387764.912141972,186184.941917713,영업/정상,,부산진구,부전동,부전동 영도통닭 서면점,부전동 영도통닭 서면점 051-8049220
대장금,한식,,부산광역시 부산진구 가야동 484-2번지,"부산광역시 부산진구 가야공원로52번길 25, 1층 (가야동)",384895.460694062,185057.752399787,영업/정상,,부산진구,가야동,가야동 대장금,가야동 대장금 
옹헤야,한식,,부산광역시 부산진구 전포동 683-11번지,"부산광역시 부산진구 동천로 70, 1층 106호 (전포동, 서면쌍용플래티넘)",387884.134562506,185923.837553854,영업/정상,,부산진구,전포동,전포동 옹헤야,전포동 옹헤야 
장모님곰장어,기타,051-805-3492,부산광역시 부산진구 부전동 346-63번지 1-2층,"부산광역시 부산진구 부전로 177-2, 1-2층 (부전동)",387647.750099528,186862.45364743,영업/정상,,부산진구,부전동,부전동 장모님곰장어,부전동 장모님곰장어 051-805-3492
아르반호텔,한식,051-805-9901,"부산광역시 부산진구 부전동 517-60번지 외 2필지 1302호, 씨엔티빌딩","부산광역시 부산진구 중앙대로691번길 32, 지상13층 1302호 (부전동, 씨엔티빌딩)",387388.831800094,185884.714086618,영업/정상,,부산진구,부전동,부전동 아르반호텔,부전동 아르반호텔 051-805-9901
김춘장,중국식,,부산광역시 부산진구 초읍동 217-34번지,"부산광역시 부산진구 성지로 85, 1층 (초읍동)",386981.639900613,188468.955095476,영업/정상,,부산진구,초읍동,초읍동 김춘장,초읍동 김춘장 
도란,기타,051-8931009,부산광역시 부산진구 당감동 175-2번지,"부산광역시 부산진구 당감로 5, 2층 203호 (당감동, 삼익아파트18상가)",385699.435124042,186652.915622764,영업/정상,,부산진구,당감동,당감동 도란,당감동 도란 051-8931009
겪이,기타,,부산광역시 부산진구 전포동 687-10번지,"부산광역시 부산진구 전포대로209번길 11-5, 1층 (전포동)",388044.820956602,185955.78788861,영업/정상,,부산진구,전포동,전포동 겪이,전포동 겪이 
선명아구찜,한식,051-805-9833,부산광역시 부산진구 연지동 33-15 지상1층,"부산광역시 부산진구 동평로291번길 61, 지상1층 (연지동)",387282.185354343,187989.822488776,영업/정상,,부산진구,연지동,연지동 선명아구찜,연지동 선명아구찜 051-805-9833
미호(Meihao),한식,051-808-7782,부산광역시 부산진구 전포동 667-16,"부산광역시 부산진구 서전로 25, 2층 (전포동, 이오스프라자)",387863.716121828,186257.507509754,영업/정상,,부산진구,전포동,전포동 미호(Meihao),전포동 미호(Meihao) 051-808-7782
중천금,분식,051-807-9707,부산광역시 부산진구 부전동 405-5,"부산광역시 부산진구 서면문화로 49-2, 1층 (부전동)",387172.099720986,186622.98326136,영업/정상,,부산진구,부전동,부전동 중천금,부전동 중천금 051-807-9707
아로,경양식,,부산광역시 부산진구 전포동 680-8번지,"부산광역시 부산진구 서전로38번길 43-13, 104호 (전포동, 성진전자상가)",388052.559709772,186038.138147119,영업/정상,,부산진구,전포동,전포동 아로,전포동 아로 
황금어장횟집,횟집,,부산광역시 부산진구 가야동 617-1번지,"부산광역시 부산진구 냉정로 265, 1층 101호 (가야동)",384815.70249877,185447.999607816,영업/정상,,부산진구,가야동,가야동 황금어장횟집,가야동 황금어장횟집 
뱃살도둑,한식,,"부산광역시 부산진구 부전동 198-3 지상1층, 다다갤러리아","부산광역시 부산진구 중앙대로680번길 23, 지상1층 (부전동, 다다갤러리아)",387693.941356588,185770.316675488,영업/정상,,부산진구,부전동,부전동 뱃살도둑,부전동 뱃살도둑 
명심이족발,식육(숯불구이),,부산광역시 부산진구 양정동 389-16번지,"부산광역시 부산진구 중앙대로909번길 39, 1층 (양정동)",388444.254024115,187945.313154804,영업/정상,,부산진구,양정동,양정동 명심이족발,양정동 명심이족발 
남다른 썬치킨 신개금점,호프/통닭,,부산광역시 부산진구 개금동 424-9 지상1층7호,"부산광역시 부산진구 개금본동로9번길 77 (개금동, 지상1층7호)",384204.927285541,185959.276422086,영업/정상,,부산진구,개금동,개금동 남다른 썬치킨 신개금점,개금동 남다른 썬치킨 신개금점 
가마치통닭초읍성곡점,횟집,,부산광역시 부산진구 초읍동 271-37번지 지상1층일부,"부산광역시 부산진구 새싹로 209, 지상1층 (초읍동)",386566.362166296,188103.847667173,영업/정상,,부산진구,초읍동,초읍동 가마치통닭초읍성곡점,초읍동 가마치통닭초읍성곡점 
소인수분해,한식,,부산광역시 부산진구 전포동 662-6 지상1층,"부산광역시 부산진구 동천로108번길 11, 지상1층 (전포동)",387920.212691575,186317.357541643,영업/정상,,부산진구,전포동,전포동 소인수분해,전포동 소인수분해 
더하다양정점,식육(숯불구이),051-868-4440,부산광역시 부산진구 양정동 394-2번지 지상1층전체,"부산광역시 부산진구 중앙대로909번길 11, 지상1층 (양정동)",388454.418732401,187775.775062308,영업/정상,,부산진구,양정동,양정동 더하다양정점,양정동 더하다양정점 051-868-4440
시온의대로,한식,051-818-0488,부산광역시 부산진구 전포동 691-16번지,"부산광역시 부산진구 서전로38번길 82-8, 지상2층 (전포동)",387959.176098447,185828.580990871,영업/정상,,부산진구,전포동,전포동 시온의대로,전포동 시온의대로 051-818-0488
무국적신사,호프/통닭,,부산광역시 부산진구 전포동 685-1,"부산광역시 부산진구 서전로38번길 62, 지하1층 (전포동)",387981.667323514,185916.186064046,영업/정상,,부산진구,전포동,전포동 무국적신사,전포동 무국적신사 
하오방,한식,051-853-4113,부산광역시 부산진구 양정동 162-5 바리톤1층101호,"부산광역시 부산진구 동평로405번길 106, 지상1층 101호 (양정동, 바리톤)",388744.431718137,188487.360389809,영업/정상,,부산진구,양정동,양정동 하오방,양정동 하오방 051-853-4113
로프트,한식,,부산광역시 부산진구 양정동 257-15번지 지상1층일부,"부산광역시 부산진구 동평로405번길 119, 지상1층 (양정동)",388755.785107763,188553.529235703,영업/정상,,부산진구,양정동,양정동 로프트,양정동 로프트 
테이블,기타,051-914-8236,부산광역시 부산진구 전포동 175-30번지,"부산광역시 부산진구 동성로118번길 26, 1층 (전포동)",388183.956493224,186642.977297371,영업/정상,,부산진구,전포동,전포동 테이블,전포동 테이블 051-914-8236
동천로86,기타,,부산광역시 부산진구 부전동 168-45,"부산광역시 부산진구 동천로85번길 40, 2층 (부전동)",387671.721133534,186123.027657542,영업/정상,,부산진구,부전동,부전동 동천로86,부전동 동천로86 
백송식육식당,식육(숯불구이),051-805-6630,부산광역시 부산진구 초읍동 352-10번지 지상1층일부,"부산광역시 부산진구 성지곡로 29, 지상1층 (초읍동)",386454.677283101,189226.697156501,영업/정상,,부산진구,초읍동,초읍동 백송식육식당,초읍동 백송식육식당 051-805-6630
양정삼겹쭈꾸미,한식,,부산광역시 부산진구 양정동 331-15 지상1층전체,"부산광역시 부산진구 연수로11번길 1, 지상1층 (양정동)",388740.078033254,188020.164772093,영업/정상,,부산진구,양정동,양정동 양정삼겹쭈꾸미,양정동 양정삼겹쭈꾸미 
올굿(all good),기타,,부산광역시 부산진구 부전동 156-47 지상1층,"부산광역시 부산진구 중앙대로 722-2, 지상1층 (부전동)",387606.514490019,186164.238317619,영업/정상,,부산진구,부전동,부전동 올굿(all good),부전동 올굿(all good) 
어랑대구왕뽈찜,한식,051-862-5686,부산광역시 부산진구 양정동 353-22번지,"부산광역시 부산진구 양지로5번길 9, 1층 (양정동)",388492.487954328,187630.142477313,영업/정상,,부산진구,양정동,양정동 어랑대구왕뽈찜,양정동 어랑대구왕뽈찜 051-862-5686
언니비어,호프/통닭,070-87372242,부산광역시 부산진구 가야동 460-17번지,"부산광역시 부산진구 가야대로552번길 137, 1층 (가야동)",385305.90604238,185082.436977785,영업/정상,,부산진구,가야동,가야동 언니비어,가야동 언니비어 070-87372242
키키,경양식,070-88844369,부산광역시 부산진구 전포동 687-3,"부산광역시 부산진구 전포대로209번길 9, 2층 (전포동)",388058.661697622,185961.248603893,영업/정상,,부산진구,전포동,전포동 키키,전포동 키키 070-88844369
태건이네국밥,한식,051-558-4293,부산광역시 부산진구 부전동 52번지,"부산광역시 부산진구 중앙대로783번길 26, 1층 (부전동)",387805.415970719,186821.080407716,영업/정상,,부산진구,부전동,부전동 태건이네국밥,부전동 태건이네국밥 051-558-4293
다섯시,한식,,부산광역시 부산진구 개금동 171-124 지상1층일부,"부산광역시 부산진구 복지로13번길 73-12 (개금동, 지상1층일부)",384411.371945452,185589.549548145,영업/정상,,부산진구,개금동,개금동 다섯시,개금동 다섯시 
나이스비어(Nice Beer),호프/통닭,,부산광역시 부산진구 전포동 881-5번지,"부산광역시 부산진구 전포대로171번길 26, 101호 (전포동, 더블루오피스텔상가)",387980.801429427,185579.847405621,영업/정상,,부산진구,전포동,전포동 나이스비어(Nice Beer),전포동 나이스비어(Nice Beer) 
레스트,경양식,,부산광역시 부산진구 당감동 289-19 지상2층전체,"부산광역시 부산진구 동평로 100 (당감동, 지상2층전체)",385833.71664488,187053.753416955,영업/정상,,부산진구,당감동,당감동 레스트,당감동 레스트 
신토불이,한식,051-806-5836,부산광역시 부산진구 초읍동 176-4번지 (1층),"부산광역시 부산진구 성지로153번길 73, 1층 (초읍동)",386561.610626094,188529.008712516,영업/정상,,부산진구,초읍동,초읍동 신토불이,초읍동 신토불이 051-806-5836
카페뮤즈,호프/통닭,051-982-0904,부산광역시 부산진구 전포동 683-14,"부산광역시 부산진구 전포대로209번길 39-4, 지상2층 (전포동)",387903.11580527,185949.075100672,영업/정상,,부산진구,전포동,전포동 카페뮤즈,전포동 카페뮤즈 051-982-0904
얼맥당 당감점,호프/통닭,,부산광역시 부산진구 당감동 413-3 지상1층일부,"부산광역시 부산진구 동평로 79 (당감동, 지상1층일부)",385625.147684476,187045.731449011,영업/정상,,부산진구,당감동,당감동 얼맥당 당감점,당감동 얼맥당 당감점 
마르모,경양식,,부산광역시 부산진구 전포동 207-73,"부산광역시 부산진구 전포대로 226-12, 지상1층 (전포동)",388167.438362442,186155.757647434,영업/정상,,부산진구,전포동,전포동 마르모,전포동 마르모 
란아한,경양식,,부산광역시 부산진구 전포동 663-7,"부산광역시 부산진구 서전로37번길 14-1, 1층 23,24호 (전포동)",388014.99032019,186309.668968399,영업/정상,,부산진구,전포동,전포동 란아한,전포동 란아한 
봉추찜닭,호프/통닭,,부산광역시 부산진구 부전동 217-6번지,"부산광역시 부산진구 중앙대로680번가길 18, 1층 (부전동)",387727.915057654,185828.508526524,영업/정상,,부산진구,부전동,부전동 봉추찜닭,부전동 봉추찜닭 
치킨드새우(chicken de shrimp),호프/통닭,,부산광역시 부산진구 부암동 364-4번지,"부산광역시 부산진구 동평로127번길 46, 1층 (부암동)",386048.532485091,187365.947874528,영업/정상,,부산진구,부암동,부암동 치킨드새우(chicken de shrimp),부암동 치킨드새우(chicken de shrimp) 
대명횟집,횟집,051-8958820,부산광역시 부산진구 개금동 171-77,"부산광역시 부산진구 복지로13번길 73, 1층 (개금동)",384394.885752778,185540.341923086,영업/정상,,부산진구,개금동,개금동 대명횟집,개금동 대명횟집 051-8958820
수원왕갈비통닭&찐곱도리식당,기타,,부산광역시 부산진구 전포동 379-20,"부산광역시 부산진구 황령대로74번길 37, 지상1층 (전포동)",388344.844606726,185170.099548527,영업/정상,,부산진구,전포동,전포동 수원왕갈비통닭&찐곱도리식당,전포동 수원왕갈비통닭&찐곱도리식당 
온정,일식,,부산광역시 부산진구 개금동 618-5번지,"부산광역시 부산진구 엄광로 24, 이린타워빌 지하1층 B101호 (개금동)",383901.441995309,185074.543419477,영업/정상,,부산진구,개금동,개금동 온정,개금동 온정 
카오리,한식,,부산광역시 부산진구 부전동 168-395,"부산광역시 부산진구 중앙대로680번가길 80-13, 2층 (부전동)",387776.018958785,186141.543871563,영업/정상,,부산진구,부전동,부전동 카오리,부전동 카오리 
어게인삼촌집,일식,,부산광역시 부산진구 부전동 233-7,"부산광역시 부산진구 신천대로62번길 53, 2층 (부전동)",387488.941547834,185720.215521126,영업/정상,,부산진구,부전동,부전동 어게인삼촌집,부전동 어게인삼촌집 
인생술집,기타,,부산광역시 부산진구 부전동 233-4,"부산광역시 부산진구 서면로 28-1, 지하1층 (부전동)",387466.711461856,185728.478152697,영업/정상,,부산진구,부전동,부전동 인생술집,부전동 인생술집 
빅3치킨,호프/통닭,,부산광역시 부산진구 당감동 479-10번지,"부산광역시 부산진구 동평로44번길 62-8, 1층 (당감동)",385384.213493589,186845.454951265,영업/정상,,부산진구,당감동,당감동 빅3치킨,당감동 빅3치킨 
수영공원돼지국밥,한식,0518938297,부산광역시 부산진구 가야동 507-7번지,"부산광역시 부산진구 가야공원로 59, 1,2층 (가야동)",384942.291947625,185094.616822586,영업/정상,,부산진구,가야동,가야동 수영공원돼지국밥,가야동 수영공원돼지국밥 0518938297
진가명가,식육(숯불구이),051-636-4628,부산광역시 부산진구 범천동 1643번지,"부산광역시 부산진구 범일로154번길 33, 1054~1077호 (범천동, 풍림아이원 )",387758.905527561,184731.35167587,영업/정상,,부산진구,범천동,범천동 진가명가,범천동 진가명가 051-636-4628
당감,호프/통닭,,부산광역시 부산진구 당감동 751-9번지 지상1층전체,"부산광역시 부산진구 당감서로 79-6 (당감동, 지상1층전체)",385471.48012847,187280.900158895,영업/정상,,부산진구,당감동,당감동 당감,당감동 당감 
피자스쿨,한식,,부산광역시 부산진구 양정동 360-32번지 지상1층전체,"부산광역시 부산진구 진남로 497-1 (양정동, 지상1층전체)",388561.906528679,187460.248518447,영업/정상,,부산진구,양정동,양정동 피자스쿨,양정동 피자스쿨 
스시연,통닭(치킨),,부산광역시 부산진구 양정동 261-1번지 지상1층,"부산광역시 부산진구 동평로405번길 94 (양정동, 지상1층)",388709.284472572,188429.877802721,영업/정상,,부산진구,양정동,양정동 스시연,양정동 스시연 
마마돈,일식,051-802-8998,부산광역시 부산진구 전포동 684-4,"부산광역시 부산진구 전포대로209번길 39-9, 1층 (전포동)",387923.395302579,185936.772649001,영업/정상,,부산진구,전포동,전포동 마마돈,전포동 마마돈 051-802-8998
채선당 양정점,한식,051-8610005,부산광역시 부산진구 양정동 336-4,"부산광역시 부산진구 연수로 6-1, 1층 (양정동)",388711.021832736,187950.126924825,영업/정상,,부산진구,양정동,양정동 채선당 양정점,양정동 채선당 양정점 051-8610005
불량쭈꾸미,호프/통닭,,부산광역시 부산진구 개금동 24-35,"부산광역시 부산진구 개금본동로17번길 10, 1층 (개금동)",384373.400176595,186274.796905479,영업/정상,,부산진구,개금동,개금동 불량쭈꾸미,개금동 불량쭈꾸미 
이돈왕족발,식육(숯불구이),,부산광역시 부산진구 전포동 379-2번지,"부산광역시 부산진구 황령대로74번길 25, 지상1층 (전포동)",388344.270639639,185233.771381073,영업/정상,,부산진구,전포동,전포동 이돈왕족발,전포동 이돈왕족발 
후라이드참잘하는집서면점,호프/통닭,,부산광역시 부산진구 부전동 415-1,"부산광역시 부산진구 부전로111번길 15, 대동레미안더오션상가 1층 102호 (부전동)",387075.170053244,186435.539694119,영업/정상,,부산진구,부전동,부전동 후라이드참잘하는집서면점,부전동 후라이드참잘하는집서면점 
현아보리밥,한식,051-8926437,부산광역시 부산진구 당감동 251-12번지,"부산광역시 부산진구 당감로10번길 14-3, 1층 (당감동)",385853.994962731,186740.645029247,영업/정상,,부산진구,당감동,당감동 현아보리밥,당감동 현아보리밥 051-8926437
꾸바꾸바당감점,호프/통닭,051-8978253,부산광역시 부산진구 부암동 426-1번지,"부산광역시 부산진구 당감로64번길 27, 1층 (부암동)",385797.74959784,187325.013049929,영업/정상,,부산진구,부암동,부암동 꾸바꾸바당감점,부암동 꾸바꾸바당감점 051-8978253
연돼지국밥,한식,051-9711376,부산광역시 부산진구 범천동 853-25번지,"부산광역시 부산진구 범일로192번길 33, 지상1층 (범천동)",387806.944709483,185022.775470774,영업/정상,,부산진구,범천동,범천동 연돼지국밥,범천동 연돼지국밥 051-9711376
육돼(육肉 돼),기타,,부산광역시 부산진구 부전동 168-382,"부산광역시 부산진구 동천로95번길 9-1, 3층 (부전동)",387792.029082941,186156.402924851,영업/정상,,부산진구,부전동,부전동 육돼(육肉 돼),부전동 육돼(육肉 돼) 
팬더반점,경양식,,부산광역시 부산진구 부암동 413-8,"부산광역시 부산진구 백양순환로 125, 1층 (부암동)",385846.601634717,187493.697329779,영업/정상,,부산진구,부암동,부암동 팬더반점,부암동 팬더반점 
치히로식당,한식,,부산광역시 부산진구 전포동 664-11번지,"부산광역시 부산진구 서전로47번길 19, 지상1층 (전포동)",388054.310247849,186350.509672327,영업/정상,,부산진구,전포동,전포동 치히로식당,전포동 치히로식당 
낭만남매,기타,,부산광역시 부산진구 부전동 168-130번지,"부산광역시 부산진구 서전로10번길 25, 2층 (부전동)",387649.65937742,186103.804702422,영업/정상,,부산진구,부전동,부전동 낭만남매,부전동 낭만남매 
차이797롯데부산본점,중국식,051-8102093,부산광역시 부산진구 부전동 503-15번지,"부산광역시 부산진구 가야대로 772, 지하1층 (부전동)",387271.299492377,186099.137533193,영업/정상,,부산진구,부전동,부전동 차이797롯데부산본점,부전동 차이797롯데부산본점 051-8102093
바다횟집,횟집,,부산광역시 부산진구 가야동 594-10번지,"부산광역시 부산진구 가야공원로 29, 1층 (가야동)",384925.503058336,185390.827640636,영업/정상,,부산진구,가야동,가야동 바다횟집,가야동 바다횟집 
처갓집양념치킨 범천점,호프/통닭,051-8031992,부산광역시 부산진구 범천동 1054 서면 이-편한세상,"부산광역시 부산진구 가야대로 702, 101동 지상1층 101호 (범천동, 서면 이-편한세상)",386645.954061709,186034.738851406,영업/정상,,부산진구,범천동,범천동 처갓집양념치킨 범천점,범천동 처갓집양념치킨 범천점 051-8031992
진미관,중국식,,부산광역시 부산진구 전포동 379-7번지 성동그린빌라,"부산광역시 부산진구 황령대로74번길 21, 1층 101호 (전포동, 성동그린빌라)",388344.495477785,185246.306633355,영업/정상,,부산진구,전포동,전포동 진미관,전포동 진미관 
지성씨,한식,,부산광역시 부산진구 부전동 168-146번지,"부산광역시 부산진구 서전로10번길 31-8, 2층 (부전동)",387649.440818528,186059.524694065,영업/정상,,부산진구,부전동,부전동 지성씨,부전동 지성씨 
송화강,중국식,051-8515584,부산광역시 부산진구 양정동 386-10,"부산광역시 부산진구 거제대로60번길 25, 2층 (양정동)",388411.965527177,188000.684339588,영업/정상,,부산진구,양정동,양정동 송화강,양정동 송화강 051-8515584
꿀밤,기타,,부산광역시 부산진구 부전동 240-4 달성빌딩,"부산광역시 부산진구 서면로 36, 4층 (부전동)",387464.484122547,185789.884543961,영업/정상,,부산진구,부전동,부전동 꿀밤,부전동 꿀밤 
소셜서클,경양식,,부산광역시 부산진구 부전동 455-7번지,"부산광역시 부산진구 신천대로162번길 107, 1층 (부전동)",387160.692986922,185733.252612483,영업/정상,,부산진구,부전동,부전동 소셜서클,부전동 소셜서클 
향어나라,기타,,부산광역시 부산진구 부암동 384-17,"부산광역시 부산진구 당감로64번길 54, 지상1층 (부암동)",385921.923093642,187343.975946873,영업/정상,,부산진구,부암동,부암동 향어나라,부암동 향어나라 
배떡,분식,,부산광역시 부산진구 개금동 554-13,"부산광역시 부산진구 냉정로 206, 1층 (개금동)",384211.582213504,185354.899619371,영업/정상,,부산진구,개금동,개금동 배떡,개금동 배떡 
사잇길,한식,,부산광역시 부산진구 전포동 305-29,"부산광역시 부산진구 서전로58번길 23, 1층 (전포동)",388202.086895569,186129.474910505,영업/정상,,부산진구,전포동,전포동 사잇길,전포동 사잇길 
정성이가득찬집밥(개금점),한식,,부산광역시 부산진구 개금동 686번지,"부산광역시 부산진구 진사로 7, 1층 (개금동)",383674.441255466,185384.60330419,영업/정상,,부산진구,개금동,개금동 정성이가득찬집밥(개금점),개금동 정성이가득찬집밥(개금점) 
태림식당,한식,,부산광역시 부산진구 부암동 117-25 1층,"부산광역시 부산진구 신천대로204번길 17, 1층 (부암동)",386825.509005919,186500.166592328,영업/정상,,부산진구,부암동,부암동 태림식당,부암동 태림식당 
아이(I),경양식,051-805-1003,부산광역시 부산진구 부전동 520-2,"부산광역시 부산진구 가야대로784번길 62, 2층 (부전동)",387363.78756648,185889.778120375,영업/정상,,부산진구,부전동,부전동 아이(I),부전동 아이(I) 051-805-1003
구닭다리,통닭(치킨),051-8967517,부산광역시 부산진구 개금동 1-12번지 동원화인아파트상가 106동 213호,,384760.050983195,186820.5021645,영업/정상,,부산진구,개금동,개금동 구닭다리,개금동 구닭다리 051-8967517
바른치킨 부산가야점,호프/통닭,051-8937707,부산광역시 부산진구 개금동 563-6,부산광역시 부산진구 엄광로 62 (개금동),384276.085305073,185062.532200633,영업/정상,,부산진구,개금동,개금동 바른치킨 부산가야점,개금동 바른치킨 부산가야점 051-8937707
라이온,기타,051-8946616,부산광역시 부산진구 당감동 446-2번지,부산광역시 부산진구 당감서로 28 (당감동),385462.767621578,186798.182599488,영업/정상,,부산진구,당감동,당감동 라이온,당감동 라이온 051-8946616
길목식당,한식,051-8058288,부산광역시 부산진구 부전동 272-1번지,부산광역시 부산진구 새싹로8번길 69 (부전동),387696.08948899,186608.587538626,영업/정상,,부산진구,부전동,부전동 길목식당,부전동 길목식당 051-8058288
보배집,기타,051-8094054,부산광역시 부산진구 부전동 272-1,부산광역시 부산진구 새싹로8번길 69 (부전동),387696.08948899,186608.587538626,영업/정상,,부산진구,부전동,부전동 보배집,부전동 보배집 051-8094054
전포여관,한식,051-8028517,부산광역시 부산진구 부전동 187-8번지 지상1-2층,"부산광역시 부산진구 중앙대로692번길 21-5, 지상1-2층 (부전동)",387677.248391985,185894.782787817,영업/정상,,부산진구,부전동,부전동 전포여관,부전동 전포여관 051-8028517
단골족발480,한식,,부산광역시 부산진구 당감동 751-22,"부산광역시 부산진구 당감서로 73, 1층 (당감동)",385480.503354376,187213.193711785,영업/정상,,부산진구,당감동,당감동 단골족발480,당감동 단골족발480 
