사업장명,업태구분명,소재지전화,소재지전체주소,도로명전체주소,좌표정보(x),좌표정보(y),영업상태명,naver_map_url,구,동,검색어,검색어2
연화림,기타,,부산광역시 부산진구 전포동 663-7,"부산광역시 부산진구 서전로37번길 14-1, 3층 (전포동)",388014.99032019,186309.668968399,영업/정상,,부산진구,전포동,전포동 연화림,전포동 연화림 
우시야,기타,,부산광역시 부산진구 부전동 513-2,"부산광역시 부산진구 부전로65번길 7, 1층 101호 일부호 (부전동)",387127.658119724,185999.849924444,영업/정상,,부산진구,부전동,부전동 우시야,부전동 우시야 
카츠 김선도,경양식,,부산광역시 부산진구 전포동 691-16,"부산광역시 부산진구 서전로38번길 82-8, 1층 (전포동)",387959.176098447,185828.580990871,영업/정상,,부산진구,전포동,전포동 카츠 김선도,전포동 카츠 김선도 
마후닭,호프/통닭,,부산광역시 부산진구 부전동 263-22,"부산광역시 부산진구 새싹로8번길 31, 1층 (부전동)",387596.461828573,186446.730427127,영업/정상,,부산진구,부전동,부전동 마후닭,부전동 마후닭 
친,일식,,부산광역시 부산진구 전포동 287-1,"부산광역시 부산진구 동성로 61-1, 1층 (전포동)",388376.885435301,186057.19011453,영업/정상,,부산진구,전포동,전포동 친,전포동 친 
윤가네멸치국수,한식,,부산광역시 부산진구 당감동 310-3,"부산광역시 부산진구 당감로52번길 19-14, 1층 (당감동)",385766.723219777,187225.159347778,영업/정상,,부산진구,당감동,당감동 윤가네멸치국수,당감동 윤가네멸치국수 
보름달,한식,,부산광역시 부산진구 전포동 287-1,"부산광역시 부산진구 동성로 61-1, 3층 (전포동)",388376.885435301,186057.19011453,영업/정상,,부산진구,전포동,전포동 보름달,전포동 보름달 
둥지밀면,기타,,부산광역시 부산진구 당감동 292-10,"부산광역시 부산진구 당감로34번길 41, 1층 (당감동)",385932.281800011,187028.939904675,영업/정상,,부산진구,당감동,당감동 둥지밀면,당감동 둥지밀면 
고관족발,한식,,부산광역시 부산진구 부전동 341-30,"부산광역시 부산진구 중앙대로775번길 21-8, 1층 (부전동)",387712.244000669,186720.364064206,영업/정상,,부산진구,부전동,부전동 고관족발,부전동 고관족발 
끼니 매운갈비찜,한식,,부산광역시 부산진구 전포동 188-12,"부산광역시 부산진구 동성로96번길 6, 지하1층 (전포동)",388382.246051417,186404.032303562,영업/정상,,부산진구,전포동,전포동 끼니 매운갈비찜,전포동 끼니 매운갈비찜 
촉팜,기타,,부산광역시 부산진구 전포동 349-27,"부산광역시 부산진구 전포대로186번길 43-3, 1,2층 (전포동)",388363.108706908,185739.448107803,영업/정상,,부산진구,전포동,전포동 촉팜,전포동 촉팜 
힙피,기타,,부산광역시 부산진구 전포동 347-23,"부산광역시 부산진구 전포대로186번길 11, 1층 (전포동)",388213.068094063,185733.04506902,영업/정상,,부산진구,전포동,전포동 힙피,전포동 힙피 
형아우삼계탕,한식,,부산광역시 부산진구 양정동 157-8,"부산광역시 부산진구 동평로405번길 130, 1층 (양정동)",388806.694681464,188577.499427357,영업/정상,,부산진구,양정동,양정동 형아우삼계탕,양정동 형아우삼계탕 
미담돈,한식,,부산광역시 부산진구 범천동 839-30,"부산광역시 부산진구 자유평화로 21-10, 1층 104호 (범천동)",387888.098037854,184474.987686036,영업/정상,,부산진구,범천동,범천동 미담돈,범천동 미담돈 
오늘도족발,한식,,부산광역시 부산진구 양정동 337-10,"부산광역시 부산진구 중앙대로928번길 17, 지하1층 (양정동)",388692.637194337,187860.012167429,영업/정상,,부산진구,양정동,양정동 오늘도족발,양정동 오늘도족발 
바리치,한식,,부산광역시 부산진구 전포동 313-22,"부산광역시 부산진구 서전로58번길 55, 1층 (전포동)",388206.144680082,185970.304745757,영업/정상,,부산진구,전포동,전포동 바리치,전포동 바리치 
요키크라브,한식,,부산광역시 부산진구 전포동 313-22,"부산광역시 부산진구 서전로58번길 55, 2층 (전포동)",388206.144680082,185970.304745757,영업/정상,,부산진구,전포동,전포동 요키크라브,전포동 요키크라브 
해운대복어불고기&속시원한대구탕,한식,,부산광역시 부산진구 부전동 535-3,"부산광역시 부산진구 신천대로62번길 28, 1층 (부전동)",387519.18617245,185583.959331816,영업/정상,,부산진구,부전동,부전동 해운대복어불고기&속시원한대구탕,부전동 해운대복어불고기&속시원한대구탕 
후,기타,,부산광역시 부산진구 부전동 168-383,"부산광역시 부산진구 중앙대로680번가길 80-9, 1,2층 (부전동)",387762.943564246,186154.209101652,영업/정상,,부산진구,부전동,부전동 후,부전동 후 
착한푸드,한식,,부산광역시 부산진구 가야동 669-9 가야벽산아파트,"부산광역시 부산진구 엄광로 68, 가야벽산아파트 상가동 2층 222호 (가야동, 가야벽산아파트)",384502.365301052,184924.599813961,영업/정상,,부산진구,가야동,가야동 착한푸드,가야동 착한푸드 
미올(MYOL),경양식,,부산광역시 부산진구 전포동 345-7,"부산광역시 부산진구 서전로58번길 94, 1층 (전포동)",388193.477680197,185781.53803991,영업/정상,,부산진구,전포동,전포동 미올(MYOL),전포동 미올(MYOL) 
유가네닭갈비 서면점,한식,,부산광역시 부산진구 부전동 199 CGV대한,"부산광역시 부산진구 중앙대로692번길 16, CGV대한 1층 (부전동)",387642.939585445,185835.820521423,영업/정상,,부산진구,부전동,부전동 유가네닭갈비 서면점,부전동 유가네닭갈비 서면점 
오십사,식육(숯불구이),,부산광역시 부산진구 부전동 199 CGV대한,"부산광역시 부산진구 중앙대로692번길 16, CGV대한 1층 (부전동)",387642.939585445,185835.820521423,영업/정상,,부산진구,부전동,부전동 오십사,부전동 오십사 
백소정 서면점,한식,,부산광역시 부산진구 부전동 168-197,"부산광역시 부산진구 중앙대로702번길 13, 2층 (부전동)",387634.577733092,185976.228590018,영업/정상,,부산진구,부전동,부전동 백소정 서면점,부전동 백소정 서면점 
상류,한식,,부산광역시 부산진구 전포동 313-1,"부산광역시 부산진구 전포대로210번길 30, 1층 (전포동)",388288.362713675,185974.100333335,영업/정상,,부산진구,전포동,전포동 상류,전포동 상류 
킹스그룸시샤,기타,,부산광역시 부산진구 부전동 220-14,"부산광역시 부산진구 중앙대로680번길 29, 지하1층 (부전동)",387726.493894302,185771.046666773,영업/정상,,부산진구,부전동,부전동 킹스그룸시샤,부전동 킹스그룸시샤 
도마샌드,기타,,부산광역시 부산진구 연지동 160-6,"부산광역시 부산진구 동평로 219, 1층 (연지동)",386810.861166871,187510.951349408,영업/정상,,부산진구,연지동,연지동 도마샌드,연지동 도마샌드 
배키욘방 부산서면점,기타,,부산광역시 부산진구 전포동 692-2,"부산광역시 부산진구 동천로 58, 1동 1층 일부호 (전포동)",387890.448596144,185811.351406533,영업/정상,,부산진구,전포동,전포동 배키욘방 부산서면점,전포동 배키욘방 부산서면점 
로봇초밥마켓 부산본점,일식,,부산광역시 부산진구 전포동 692-2,"부산광역시 부산진구 동천로 58, 1동 1층 일부호 (전포동)",387890.448596144,185811.351406533,영업/정상,,부산진구,전포동,전포동 로봇초밥마켓 부산본점,전포동 로봇초밥마켓 부산본점 
예지,한식,,부산광역시 부산진구 전포동 300-55,"부산광역시 부산진구 서전로58번길 15, 1층 (전포동)",388197.820426045,186166.951726259,영업/정상,,부산진구,전포동,전포동 예지,전포동 예지 
캔유라이크(Canyoulike),기타,,부산광역시 부산진구 전포동 340-42,"부산광역시 부산진구 서전로68번길 82, 1층 (전포동)",388290.04422182,185841.869202582,영업/정상,,부산진구,전포동,전포동 캔유라이크(Canyoulike),전포동 캔유라이크(Canyoulike) 
사보이 개금점,기타,,부산광역시 부산진구 개금동 177-277,"부산광역시 부산진구 복지로13번길 35, 2층 (개금동)",384207.560147723,185530.21446484,영업/정상,,부산진구,개금동,개금동 사보이 개금점,개금동 사보이 개금점 
프랭크버거 서면점,기타,,부산광역시 부산진구 부전동 226-1,"부산광역시 부산진구 중앙대로680번길 22, 1층 101호 (부전동)",387683.09220692,185737.834435246,영업/정상,,부산진구,부전동,부전동 프랭크버거 서면점,부전동 프랭크버거 서면점 
보드람치킨 서면점,호프/통닭,,부산광역시 부산진구 부전동 232-11,"부산광역시 부산진구 신천대로62번길 54, 1층 (부전동)",387513.736070817,185714.992918028,영업/정상,,부산진구,부전동,부전동 보드람치킨 서면점,부전동 보드람치킨 서면점 
갓텐스시 롯데백화점부산본점,일식,,부산광역시 부산진구 부전동 503-15 롯데백화점부산본점,"부산광역시 부산진구 가야대로 772, 롯데백화점부산본점 지하1층 (부전동)",387271.299492377,186099.137533193,영업/정상,,부산진구,부전동,부전동 갓텐스시 롯데백화점부산본점,부전동 갓텐스시 롯데백화점부산본점 
신토김밥,김밥(도시락),,부산광역시 부산진구 양정동 501-19,"부산광역시 부산진구 동평로 377, A동 1층 (양정동)",388187.930281427,188153.193606103,영업/정상,,부산진구,양정동,양정동 신토김밥,양정동 신토김밥 
우서방쭈삼이,한식,051-852-5311,부산광역시 부산진구 가야동 24-17,"부산광역시 부산진구 가야대로 653, 1층 (가야동)",386112.615979981,186026.577104002,영업/정상,,부산진구,가야동,가야동 우서방쭈삼이,가야동 우서방쭈삼이 051-852-5311
꽁테무아(Quant a moi),기타,,부산광역시 부산진구 전포동 355-16,"부산광역시 부산진구 동성로25번길 26-1, 1층 (전포동)",388284.17436634,185697.674681554,영업/정상,,부산진구,전포동,전포동 꽁테무아(Quant a moi),전포동 꽁테무아(Quant a moi) 
트와엣모아,기타,,부산광역시 부산진구 전포동 359-13,"부산광역시 부산진구 전포대로176번길 40, 1층 (전포동)",388357.330030317,185623.872980631,영업/정상,,부산진구,전포동,전포동 트와엣모아,전포동 트와엣모아 
언양식당,한식,,부산광역시 부산진구 부전동 256-6,"부산광역시 부산진구 서면로 56, 1층 타28,타33호 (부전동)",387468.48013598,185990.346086723,영업/정상,,부산진구,부전동,부전동 언양식당,부전동 언양식당 
개미집 서면센트럴스타점,한식,,부산광역시 부산진구 부전동 537-9 더샵 센트럴스타,"부산광역시 부산진구 중앙대로666번길 50, 1층 105-5호 (부전동, 더샵 센트럴스타)",387748.383011444,185533.437357236,영업/정상,,부산진구,부전동,부전동 개미집 서면센트럴스타점,부전동 개미집 서면센트럴스타점 
삼다진족 서면점,기타,,부산광역시 부산진구 부전동 399-3,"부산광역시 부산진구 새싹로 23, 1층 (부전동)",387373.09761209,186453.298126492,영업/정상,,부산진구,부전동,부전동 삼다진족 서면점,부전동 삼다진족 서면점 
통영꼼장어,한식,,부산광역시 부산진구 부전동 477-28,"부산광역시 부산진구 서면문화로5번길 24, 1층 (부전동)",387300.072882624,186289.136255301,영업/정상,,부산진구,부전동,부전동 통영꼼장어,부전동 통영꼼장어 
베트커피웍스,기타,,부산광역시 부산진구 전포동 204-1,"부산광역시 부산진구 동성로87번길 3, 1층 (전포동)",388364.397141753,186281.899172339,영업/정상,,부산진구,전포동,전포동 베트커피웍스,전포동 베트커피웍스 
준희 다이닝 바,경양식,,부산광역시 부산진구 전포동 201-16,"부산광역시 부산진구 동성로87번길 24, 2층 (전포동)",388257.070723302,186299.075749923,영업/정상,,부산진구,전포동,전포동 준희 다이닝 바,전포동 준희 다이닝 바 
토오루,일식,,부산광역시 부산진구 전포동 313-25,부산광역시 부산진구 동성로49번길 38-1 (전포동),388220.259496721,185950.59307551,영업/정상,,부산진구,전포동,전포동 토오루,전포동 토오루 
댄디커피,기타,,부산광역시 부산진구 양정동 271-54,"부산광역시 부산진구 연수로 23, 1층 (양정동)",388845.405052389,188068.464450191,영업/정상,,부산진구,양정동,양정동 댄디커피,양정동 댄디커피 
깨진벽,기타,,부산광역시 부산진구 전포동 201-1,"부산광역시 부산진구 서전로67번길 15, 1층 (전포동)",388278.828340371,186325.671881196,영업/정상,,부산진구,전포동,전포동 깨진벽,전포동 깨진벽 
유어타입,한식,,부산광역시 부산진구 전포동 363-27,"부산광역시 부산진구 동성로15번길 33, 2층 (전포동)",388244.964369739,185571.898923844,영업/정상,,부산진구,전포동,전포동 유어타입,전포동 유어타입 
요행,한식,,부산광역시 부산진구 전포동 216,"부산광역시 부산진구 서전로68번길 41-1, 2층 (전포동)",388309.898471081,186062.038411582,영업/정상,,부산진구,전포동,전포동 요행,전포동 요행 
전포문어,경양식,051-715-1126,부산광역시 부산진구 전포동 206-19,"부산광역시 부산진구 서전로 60-5, 1,2층 (전포동)",388210.122516575,186213.952762869,영업/정상,,부산진구,전포동,전포동 전포문어,전포동 전포문어 051-715-1126
꾸이한끼부산양정점,식육(숯불구이),,부산광역시 부산진구 양정동 501-21,"부산광역시 부산진구 동평로 381, 1층 (양정동)",388226.206283305,188151.364730131,영업/정상,,부산진구,양정동,양정동 꾸이한끼부산양정점,양정동 꾸이한끼부산양정점 
호식이두마리치킨 양정점,호프/통닭,,부산광역시 부산진구 양정동 365-21,"부산광역시 부산진구 양지로 14, 1층 (양정동)",388497.699720839,187501.917868135,영업/정상,,부산진구,양정동,양정동 호식이두마리치킨 양정점,양정동 호식이두마리치킨 양정점 
굿타운,경양식,,부산광역시 부산진구 전포동 300-28,"부산광역시 부산진구 동성로71번길 38, 1층 (전포동)",388201.575586811,186155.027225198,영업/정상,,부산진구,전포동,전포동 굿타운,전포동 굿타운 
치요남당감점,호프/통닭,,부산광역시 부산진구 당감동 673-17,"부산광역시 부산진구 백양순환로35번길 55, 1층 (당감동)",385025.527503958,187167.290261221,영업/정상,,부산진구,당감동,당감동 치요남당감점,당감동 치요남당감점 
경북소머리곰탕,한식,,부산광역시 부산진구 부전동 341-71,"부산광역시 부산진구 중앙대로775번길 15, 1층 (부전동)",387740.015766975,186718.88950952,영업/정상,,부산진구,부전동,부전동 경북소머리곰탕,부전동 경북소머리곰탕 
국제시장,기타,,부산광역시 부산진구 개금동 산 52-6 태림아파트,"부산광역시 부산진구 엄광로44번길 21, 2동 1층 1호 (개금동, 태림아파트)",384194.732190297,184973.64279778,영업/정상,,부산진구,개금동,개금동 국제시장,개금동 국제시장 
오볶집,한식,,부산광역시 부산진구 양정동 94-11 유한빌딩,"부산광역시 부산진구 연수로 18-1, 유한빌딩 1층 (양정동)",388826.786366766,188006.381067146,영업/정상,,부산진구,양정동,양정동 오볶집,양정동 오볶집 
18번완당,기타,,부산광역시 부산진구 부전동 397-56,"부산광역시 부산진구 서면문화로 16, 1층 (부전동)",387364.823095947,186381.320805105,영업/정상,,부산진구,부전동,부전동 18번완당,부전동 18번완당 
이춘봉인생치킨(부산개금점),호프/통닭,,부산광역시 부산진구 개금동 1-12 동원화인패밀리타운,"부산광역시 부산진구 백양관문로77번길 51, 동원화인패밀리타운 106동 지하1층 5호 (개금동)",384760.050983195,186820.5021645,영업/정상,,부산진구,개금동,개금동 이춘봉인생치킨(부산개금점),개금동 이춘봉인생치킨(부산개금점) 
대왕쪽갈비,기타,,부산광역시 부산진구 개금동 501-3,"부산광역시 부산진구 복지로8번길 18, 2층 (개금동)",383940.229489297,185507.025656272,영업/정상,,부산진구,개금동,개금동 대왕쪽갈비,개금동 대왕쪽갈비 
헤이휴,기타,,부산광역시 부산진구 양정동 501-5,"부산광역시 부산진구 해맞이로 4, 1층 (양정동)",388129.361390335,188169.988150316,영업/정상,,부산진구,양정동,양정동 헤이휴,양정동 헤이휴 
소풍경당감부암점,한식,,부산광역시 부산진구 당감동 252-1,"부산광역시 부산진구 당감로 26, 2층 (당감동)",385776.611014452,186874.887527016,영업/정상,,부산진구,당감동,당감동 소풍경당감부암점,당감동 소풍경당감부암점 
사천포장전문횟집,횟집,,부산광역시 부산진구 개금동 615-16,"부산광역시 부산진구 엄광로 15, 1층 22,23호 (개금동)",383814.505388622,185126.258747445,영업/정상,,부산진구,개금동,개금동 사천포장전문횟집,개금동 사천포장전문횟집 
비비큐치킨(부산부전역점),호프/통닭,,부산광역시 부산진구 범전동 450 삼한골든뷰 센트럴파크,"부산광역시 부산진구 중앙대로 821, 201동 1층 120호 (범전동, 삼한골든뷰 센트럴파크)",387939.473018603,187062.522735753,영업/정상,,부산진구,범전동,범전동 비비큐치킨(부산부전역점),범전동 비비큐치킨(부산부전역점) 
오타쿠,한식,,부산광역시 부산진구 부전동 168-417,"부산광역시 부산진구 동천로85번길 13-7, 1층 (부전동)",387782.294341232,186033.641584344,영업/정상,,부산진구,부전동,부전동 오타쿠,부전동 오타쿠 
엔젤인펫츠,기타,,부산광역시 부산진구 전포동 668-1,"부산광역시 부산진구 동천로 92, 엔씨서면점 6층 (전포동)",387920.292113406,186157.316240541,영업/정상,,부산진구,전포동,전포동 엔젤인펫츠,전포동 엔젤인펫츠 
노캡,기타,,부산광역시 부산진구 전포동 354-19,"부산광역시 부산진구 동성로25번길 20, 1층 (전포동)",388316.96362579,185691.286630678,영업/정상,,부산진구,전포동,전포동 노캡,전포동 노캡 
일일시호주,한식,,부산광역시 부산진구 부전동 94-4,"부산광역시 부산진구 서전로9번길 51, 1층 (부전동)",387771.477620136,186476.820306197,영업/정상,,부산진구,부전동,부전동 일일시호주,부전동 일일시호주 
모쿠816,분식,,부산광역시 부산진구 전포동 284-4,"부산광역시 부산진구 동성로 63-1, 1층 (전포동)",388382.773092597,186073.172386446,영업/정상,,부산진구,전포동,전포동 모쿠816,전포동 모쿠816 
지금하루,경양식,,부산광역시 부산진구 부전동 168-214,"부산광역시 부산진구 중앙대로680번가길 62, 3층 (부전동)",387718.630851949,186057.359280077,영업/정상,,부산진구,부전동,부전동 지금하루,부전동 지금하루 
특별 한식당 서면본점,한식,,부산광역시 부산진구 전포동 658-1,"부산광역시 부산진구 동천로132번길 10, 2층 (전포동)",387883.593390065,186550.363700834,영업/정상,,부산진구,전포동,전포동 특별 한식당 서면본점,전포동 특별 한식당 서면본점 
비스트로바이지니케이트,경양식,,부산광역시 부산진구 전포동 677-3,"부산광역시 부산진구 서전로38번길 43-8, 1층 일부호 (전포동)",388028.082160186,186008.921327001,영업/정상,,부산진구,전포동,전포동 비스트로바이지니케이트,전포동 비스트로바이지니케이트 
크라운호프개금점,호프/통닭,,부산광역시 부산진구 개금동 177-252,"부산광역시 부산진구 복지로13번길 21, 1층 (개금동)",384134.089881622,185526.588471624,영업/정상,,부산진구,개금동,개금동 크라운호프개금점,개금동 크라운호프개금점 
저번에그,기타,,부산광역시 부산진구 가야동 644-15,"부산광역시 부산진구 냉정로252번길 14, 1층 (가야동)",384631.825505086,185356.004271218,영업/정상,,부산진구,가야동,가야동 저번에그,가야동 저번에그 
덕수파스타 부산서면점,경양식,,부산광역시 부산진구 부전동 260-15,"부산광역시 부산진구 새싹로8번길 16, 1층 (부전동)",387556.804352609,186371.434466367,영업/정상,,부산진구,부전동,부전동 덕수파스타 부산서면점,부전동 덕수파스타 부산서면점 
디오바(D.O Bar),기타,,부산광역시 부산진구 개금동 177-276,"부산광역시 부산진구 복지로13번길 37, 2층 (개금동)",384220.649367401,185530.819299573,영업/정상,,부산진구,개금동,개금동 디오바(D.O Bar),개금동 디오바(D.O Bar) 
금랑,한식,,부산광역시 부산진구 범천동 1263-5,"부산광역시 부산진구 신암로 63, 1층 (범천동)",387143.382711058,185048.314763031,영업/정상,,부산진구,범천동,범천동 금랑,범천동 금랑 
호동포차,기타,,부산광역시 부산진구 당감동 296-1,"부산광역시 부산진구 동평로116번길 14, 1층 (당감동)",385989.600980343,187048.934136488,영업/정상,,부산진구,당감동,당감동 호동포차,당감동 호동포차 
하이오커피 부산연지점,기타,051-809-9288,부산광역시 부산진구 초읍동 269-15,"부산광역시 부산진구 새싹로 200-1, 1층 일부호 (초읍동)",386617.226717894,188021.733328896,영업/정상,,부산진구,초읍동,초읍동 하이오커피 부산연지점,초읍동 하이오커피 부산연지점 051-809-9288
광주식당,한식,,부산광역시 부산진구 부암동 346-3,"부산광역시 부산진구 당감로50번길 39, 1층 (부암동)",385894.234029369,187164.508107908,영업/정상,,부산진구,부암동,부암동 광주식당,부암동 광주식당 
감자븐분식,분식,,부산광역시 부산진구 당감동 252-32,"부산광역시 부산진구 당감로16번길 13, 1층 (당감동)",385830.317407891,186808.371592053,영업/정상,,부산진구,당감동,당감동 감자븐분식,당감동 감자븐분식 
구스타보,경양식,,부산광역시 부산진구 부전동 156-38 1동,"부산광역시 부산진구 서전로10번길 14, 1동 1층 (부전동)",387679.728822043,186168.408134086,영업/정상,,부산진구,부전동,부전동 구스타보,부전동 구스타보 
도란도란,한식,,부산광역시 부산진구 개금동 174-4,"부산광역시 부산진구 가야대로482번길 29-3, 1층 (개금동)",384448.682696188,185484.508972256,영업/정상,,부산진구,개금동,개금동 도란도란,개금동 도란도란 
OASIS Holdeompub(오아시스홀덤펍),한식,,부산광역시 부산진구 전포동 664-7,"부산광역시 부산진구 서전로37번길 26, 지하1층 (전포동)",387994.374923584,186365.281754984,영업/정상,,부산진구,전포동,전포동 OASIS Holdeompub(오아시스홀덤펍),전포동 OASIS Holdeompub(오아시스홀덤펍) 
오로지 국밥,중국식,,부산광역시 부산진구 범천동 1253-8,"부산광역시 부산진구 신암로71번길 2, 1층 (범천동)",387102.109660736,185130.661958749,영업/정상,,부산진구,범천동,범천동 오로지 국밥,범천동 오로지 국밥 
쌀통닭당감1호점,호프/통닭,,부산광역시 부산진구 당감동 674-13,"부산광역시 부산진구 동평로39번길 32-20, 1층 (당감동)",385066.452594525,187125.905364543,영업/정상,,부산진구,당감동,당감동 쌀통닭당감1호점,당감동 쌀통닭당감1호점 
덱스커피 전포점,기타,,부산광역시 부산진구 전포동 694-1,"부산광역시 부산진구 서전로46번길 86, 1층 (전포동)",388071.74821254,185810.495772818,영업/정상,,부산진구,전포동,전포동 덱스커피 전포점,전포동 덱스커피 전포점 
